,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
27488,2013,January,Wednesday,Night,Urban,Main Road,Snowy,107.33529065510166,2,49,41-60,Male,0.2445917409182409,0,Moderate,2,1,Minor,4,4,12.20401650410085,9743.946545132048,Icy,Weather,0,44960.56002226434,68858.57108946204,Europe,2183.1625562712966
27489,2020,April,Monday,Morning,Rural,Main Road,Windy,375.8169222166002,3,81,26-40,Male,0.2203622472588804,0,Poor,1,0,Severe,7,1,25.43714126950649,7339.773916418199,Wet,Weather,9,32211.220902855766,90038.98609619713,South America,3515.254068746176
27496,2017,August,Tuesday,Evening,Rural,Street,Snowy,120.54227694181438,1,78,26-40,Female,0.0149538078729916,1,Poor,0,0,Minor,8,3,35.551233537462146,7348.373923450023,Icy,Speeding,2,30002.55915921856,16402.74145391533,Asia,913.299406770056
27497,2005,September,Thursday,Afternoon,Urban,Main Road,Clear,180.3099762061864,2,62,41-60,Male,0.2415884409446713,0,Good,0,1,Moderate,2,4,50.0001496130241,4989.158657482279,Dry,Drunk Driving,0,10971.440702847778,62128.97792258517,Australia,2868.09443180608
27519,2000,February,Thursday,Afternoon,Urban,Street,Windy,437.7012478796465,3,49,26-40,Female,0.1694178532293199,1,Moderate,1,2,Minor,16,2,47.924309375973614,8251.626629861843,Icy,Mechanical Failure,4,46639.107109376615,68920.72885128902,Australia,1499.8715424058707
27553,2010,June,Tuesday,Evening,Rural,Main Road,Clear,329.0874275550274,2,85,61+,Female,0.1489241922894567,1,Good,1,0,Minor,16,1,47.87062789623269,2582.995156977454,Icy,Speeding,4,10173.376519911497,80019.95272645105,Asia,4784.644833104731
27560,2017,May,Saturday,Morning,Rural,Highway,Snowy,266.11455049856204,4,66,41-60,Female,0.1492833423595107,1,Moderate,1,2,Moderate,9,2,6.192469782914752,3506.141021833509,Wet,Distracted Driving,4,37321.59219509403,24530.70635696071,South America,2120.4912054360007
27564,2019,August,Saturday,Afternoon,Urban,Street,Windy,310.1491530825917,3,42,<18,Male,0.1316221225847563,1,Moderate,2,0,Moderate,15,3,45.68269630238264,7471.368892805242,Snow-covered,Speeding,7,40809.44272499829,14798.925050808586,North America,4711.650768755738
27569,2002,November,Tuesday,Evening,Rural,Main Road,Foggy,148.94465305216147,1,82,61+,Male,0.2218428627452026,0,Good,0,2,Moderate,14,2,21.38672273039409,4472.199801489066,Icy,Weather,2,24033.30021492127,78916.89385958127,Europe,1811.5712230484503
27581,2000,September,Sunday,Night,Urban,Street,Snowy,139.6664479758785,2,84,26-40,Female,0.2374594310374048,1,Poor,1,1,Moderate,10,0,44.14398049338823,4210.048813577973,Snow-covered,Mechanical Failure,0,21551.548382803696,47701.870494415765,Asia,1568.609038599589
27599,2010,October,Friday,Night,Rural,Main Road,Clear,326.40850599399704,1,74,61+,Female,0.1293770642200851,1,Poor,1,1,Moderate,4,4,41.61022426950966,5015.974678482661,Snow-covered,Drunk Driving,4,28623.03824910637,38801.99520067334,North America,3190.4974144151047
27604,2022,January,Saturday,Night,Rural,Street,Windy,474.2766743196206,1,66,41-60,Female,0.2127145309477592,1,Good,2,0,Moderate,1,3,19.574688082450717,3483.1019581365963,Wet,Speeding,9,11905.338585230356,95815.72654083378,Europe,4202.967286512814
27620,2016,September,Tuesday,Afternoon,Urban,Street,Windy,250.891583772268,3,81,18-25,Female,0.0153349150069974,0,Poor,1,1,Moderate,15,4,24.21682493878323,628.8365890602563,Wet,Speeding,1,18746.411227640525,85871.71186294826,Asia,4011.3410781574735
27630,2007,April,Wednesday,Afternoon,Urban,Main Road,Foggy,437.8856778738096,3,49,26-40,Female,0.0049428816056676,0,Poor,2,0,Minor,19,3,36.39042349063578,4936.222317741111,Icy,Mechanical Failure,5,40249.25667001143,43943.547387994375,Australia,4184.395815855038
27644,2006,March,Monday,Evening,Rural,Highway,Clear,68.58988746897893,1,37,61+,Male,0.0396961137630825,0,Poor,1,2,Minor,8,2,43.14065116565841,1694.892749541368,Icy,Weather,1,11875.34136130297,41385.00405766934,South America,3571.101099042013
27645,2021,June,Sunday,Evening,Rural,Highway,Clear,444.1816766137621,1,83,26-40,Male,0.2067542212375313,1,Poor,1,0,Minor,10,0,45.379107635243855,5151.498836551376,Dry,Speeding,8,35272.92536543906,2540.445337202301,Asia,2219.1743215969464
27650,2014,December,Thursday,Morning,Rural,Main Road,Snowy,412.0936264985777,3,71,<18,Female,0.0838136928178903,0,Good,0,0,Severe,3,4,16.665639783435967,6169.705112350615,Snow-covered,Mechanical Failure,4,38351.117215971804,88948.00886893843,Asia,4967.573767227466
27653,2010,August,Monday,Night,Urban,Street,Clear,235.8079923324832,3,37,18-25,Female,0.2022230122272605,1,Good,1,1,Moderate,17,2,34.915185539641065,9711.693749676324,Snow-covered,Speeding,3,17621.25173774973,33393.57277545417,North America,2043.9614401386004
27660,2010,August,Friday,Morning,Rural,Main Road,Snowy,362.483056488029,3,112,<18,Female,0.1310521339285529,0,Poor,0,1,Minor,11,3,31.99432434056881,5176.28899812582,Snow-covered,Drunk Driving,2,49104.14730094007,64990.659071922935,Europe,2577.1953050588813
27688,2020,April,Friday,Evening,Urban,Street,Clear,159.0905105636807,2,35,26-40,Male,0.0458469274655859,1,Moderate,1,1,Severe,9,1,17.051239301811002,6200.249991397879,Dry,Distracted Driving,4,30986.23954945743,3330.3041302676106,Asia,2464.1197679608417
27691,2009,January,Thursday,Night,Rural,Main Road,Windy,104.69874442392144,4,56,26-40,Female,0.0612403920207404,1,Good,0,1,Severe,0,2,10.078988765649097,6265.777168854151,Icy,Distracted Driving,6,42823.37814862849,80670.75107398684,North America,1834.4408304710887
27699,2016,June,Thursday,Afternoon,Urban,Main Road,Foggy,77.30955612565033,4,49,61+,Male,0.2297692871331878,1,Poor,2,2,Severe,16,1,57.37768890226986,3098.7097073146265,Dry,Drunk Driving,6,30370.506633496,2489.4185602935318,Asia,1969.7451851035837
27716,2003,January,Wednesday,Morning,Urban,Main Road,Foggy,485.09295398666296,1,41,61+,Male,0.1210127281702461,1,Poor,0,1,Minor,13,2,56.54056882793173,6509.1496374089775,Wet,Drunk Driving,0,9392.551397003386,45192.80602297916,South America,1442.3842376374423
27723,2023,January,Tuesday,Afternoon,Urban,Street,Windy,431.2677160980109,2,98,61+,Female,0.0902618451326162,1,Poor,1,2,Minor,19,1,19.00706214292753,6662.265446242215,Icy,Drunk Driving,4,29952.732137329705,91157.45942099902,Asia,1273.1715104622494
27731,2019,June,Thursday,Night,Urban,Highway,Foggy,123.86382445664852,2,64,26-40,Female,0.1148030934408383,0,Poor,2,0,Minor,5,0,29.807037055834016,6250.186592293022,Snow-covered,Weather,7,21043.340057629222,91353.98291499227,Europe,4932.939522879919
27733,2014,February,Tuesday,Night,Rural,Main Road,Clear,459.2468622874081,1,44,61+,Female,0.1053351788221403,1,Good,0,1,Minor,12,0,16.6976355154515,9498.221395561226,Dry,Distracted Driving,3,7747.761468881556,87076.1829318865,South America,568.5838643159773
27739,2007,September,Tuesday,Afternoon,Urban,Street,Foggy,281.23940017936366,2,107,61+,Female,0.2126936724182711,1,Poor,0,0,Severe,6,3,14.231039652617971,7589.96905707852,Dry,Speeding,7,2875.410576565004,95403.9190559666,North America,343.074665869906
27746,2002,April,Wednesday,Evening,Urban,Street,Foggy,350.3398299043951,4,103,61+,Female,0.1663222222162899,0,Moderate,0,1,Moderate,13,2,26.13765944049209,6369.52774905677,Icy,Drunk Driving,0,25741.730968696844,37920.60145874603,North America,3793.705201821647
27774,2002,June,Saturday,Night,Urban,Main Road,Windy,126.24563523376094,1,79,26-40,Male,0.0275373977059598,0,Moderate,0,0,Moderate,19,1,16.117310530229982,776.140907438006,Wet,Speeding,6,38197.42093417112,54918.491082177374,South America,2516.0751814276946
27777,2023,February,Sunday,Afternoon,Urban,Highway,Windy,283.3078729923424,2,70,61+,Female,0.1629894417737338,1,Good,1,0,Moderate,15,1,55.41320306743884,5968.558481415813,Icy,Distracted Driving,1,36785.747223566206,55797.65226644703,North America,117.06487331265804
27780,2012,March,Wednesday,Afternoon,Rural,Main Road,Rainy,93.04743996702312,2,80,18-25,Male,0.1389489702502737,1,Good,0,1,Minor,12,4,52.47908825210053,5167.720011689153,Snow-covered,Weather,3,29611.03478489938,13288.16155456638,Europe,1644.7242889926258
27787,2005,March,Wednesday,Morning,Rural,Main Road,Snowy,238.02203520578843,2,83,41-60,Female,0.1505437562425329,0,Poor,1,0,Moderate,17,4,12.933861664213406,1706.0500183515444,Icy,Speeding,4,48488.61226989061,56712.22196075779,South America,4286.325385192063
27791,2018,November,Thursday,Evening,Rural,Street,Windy,343.48632837634534,1,30,61+,Female,0.0342093487661068,0,Moderate,1,2,Moderate,16,4,25.83113159174224,8312.441207531678,Wet,Weather,2,45423.389323479365,9977.249295105066,Asia,448.76462567142073
27794,2023,April,Tuesday,Evening,Urban,Street,Foggy,266.83821013648446,4,52,26-40,Female,0.2270355355966238,0,Good,1,1,Severe,16,2,48.44050575280826,772.4237971762778,Dry,Distracted Driving,2,16652.65456685669,17597.733653303454,North America,4697.551279202402
27799,2009,May,Thursday,Evening,Urban,Main Road,Clear,327.531062395239,3,95,41-60,Female,0.1112955397587177,1,Poor,2,0,Minor,12,3,17.611032159980496,7547.817055474351,Dry,Speeding,4,15608.16466827749,97101.01643524104,Europe,1074.8043662583148
27803,2013,November,Friday,Evening,Urban,Highway,Foggy,187.82290691356133,4,89,26-40,Male,0.2485589320625484,0,Poor,1,2,Severe,7,1,33.56834885461224,6670.260629982744,Snow-covered,Weather,3,39636.55916285563,75286.7245934879,Australia,1651.4969922022754
27806,2013,March,Tuesday,Night,Rural,Highway,Snowy,361.0455702509965,3,69,26-40,Female,0.2448127612566566,1,Good,1,1,Moderate,9,2,38.77322343814596,2565.083099224448,Dry,Speeding,8,5944.445890696606,88328.6308023734,Australia,222.50075895285332
27813,2001,September,Saturday,Morning,Rural,Main Road,Rainy,253.220709817978,3,72,41-60,Male,0.2295362031262502,1,Poor,2,1,Severe,18,0,47.39511264839342,6158.589053500287,Wet,Distracted Driving,0,4935.971440604255,84993.36037238137,Europe,542.9237882088305
27819,2001,April,Sunday,Morning,Urban,Main Road,Windy,189.23339813809272,4,98,<18,Male,0.1496765296002463,1,Moderate,1,2,Minor,4,2,34.328552052887574,4465.096213945412,Icy,Speeding,1,46450.21812873383,48729.92276562376,Europe,227.05296149454875
27831,2000,August,Sunday,Evening,Urban,Main Road,Foggy,439.6711771273892,3,38,<18,Male,0.0578053432787586,0,Moderate,0,2,Severe,4,1,47.28369214533332,4926.514986675101,Dry,Weather,9,25589.08296759383,11733.53759983373,South America,1954.2190684650004
27840,2002,May,Tuesday,Night,Rural,Street,Windy,253.24572373878027,4,45,18-25,Male,0.2343264754968985,1,Good,2,1,Moderate,6,4,37.03825133470147,4325.098207160206,Dry,Distracted Driving,3,16259.280335552034,50818.1142780006,North America,3699.586104184752
27844,2011,July,Saturday,Night,Rural,Highway,Foggy,247.06984766448517,4,102,18-25,Female,0.0937853072253093,0,Good,1,2,Severe,15,0,38.93288399467066,5605.937162602753,Snow-covered,Speeding,1,46336.240835072174,2167.2760295324038,Australia,2960.331097373104
27848,2024,January,Sunday,Evening,Urban,Main Road,Snowy,420.4555333728629,2,117,<18,Female,0.1129750130295771,1,Moderate,1,0,Minor,10,0,57.340881508526415,473.1665878946377,Icy,Drunk Driving,2,41989.74843756303,70368.60352593614,North America,898.4359917226002
27850,2013,July,Saturday,Morning,Urban,Main Road,Foggy,268.7429833552608,1,103,41-60,Male,0.1842319282683322,1,Good,0,2,Severe,0,1,29.223113133844617,3438.6271679494707,Wet,Mechanical Failure,2,14405.976201526952,63352.70834790933,North America,4216.322333070943
27865,2002,November,Tuesday,Evening,Urban,Street,Rainy,466.4212735080681,3,69,61+,Female,0.1992023394512892,1,Moderate,0,1,Moderate,4,2,39.33674354385453,2443.871688603687,Snow-covered,Distracted Driving,0,26025.19654984619,93044.02340557695,Australia,894.4269168656585
27867,2000,August,Monday,Evening,Rural,Main Road,Clear,119.85527583728027,2,115,41-60,Male,0.2456792011734112,0,Poor,0,1,Minor,2,1,49.02520419088603,2655.807439433022,Icy,Speeding,1,7373.466748492797,78408.75762901649,North America,3091.5618851899108
27868,2000,July,Sunday,Night,Rural,Main Road,Rainy,260.67161838290986,2,109,26-40,Male,0.2026366164908519,0,Good,1,1,Moderate,15,4,12.822849338830755,9870.51338907299,Wet,Speeding,7,17083.534946108535,58684.66339005264,South America,4703.962760408687
27870,2016,May,Friday,Night,Urban,Street,Foggy,179.16643396648976,2,38,<18,Male,0.1482358885338341,0,Good,2,0,Moderate,0,2,49.72579664109672,661.4826603084775,Dry,Mechanical Failure,0,13460.058156153362,75029.30317974828,Asia,4494.047595497896
27885,2005,July,Saturday,Afternoon,Rural,Main Road,Snowy,273.0090220700413,3,32,41-60,Female,0.1807062354535626,1,Poor,0,2,Severe,16,1,13.413853791052851,5173.5137616260445,Snow-covered,Weather,9,26871.53266111402,3958.983031924049,Europe,142.86414264324983
27892,2006,December,Friday,Evening,Rural,Street,Clear,383.1255067399501,1,110,18-25,Female,0.23664199803688,0,Poor,1,1,Severe,14,0,58.26960764352879,1114.934572910401,Snow-covered,Distracted Driving,2,28628.30581357187,20995.280737687583,Europe,478.2097392883484
27898,2012,November,Sunday,Afternoon,Urban,Highway,Snowy,55.03283849307687,4,117,26-40,Male,0.1015582446538994,0,Moderate,0,2,Minor,8,2,25.499763617022463,3229.963255410537,Wet,Distracted Driving,6,8876.271694999836,45860.04018752279,South America,2036.2735544814927
27903,2012,August,Sunday,Afternoon,Rural,Main Road,Snowy,259.1351136101506,3,79,18-25,Female,0.0080761234611823,1,Good,0,0,Severe,4,4,44.66240067997276,9172.914360047724,Icy,Drunk Driving,1,20948.684632275494,14271.642669284014,North America,80.08042552595555
27917,2000,February,Monday,Evening,Rural,Main Road,Clear,470.7938245577157,3,35,26-40,Male,0.1874035310501715,0,Good,0,1,Moderate,10,0,38.904510410917474,7574.102584153473,Wet,Drunk Driving,7,34483.14126183794,24838.35916066253,Europe,1257.709024406015
27926,2022,October,Friday,Night,Urban,Highway,Clear,296.33875546778506,2,104,41-60,Female,0.1081315659306317,1,Poor,2,0,Severe,19,2,43.12569794329205,6959.663437814321,Icy,Drunk Driving,6,44212.84296216628,2562.3989741067703,Australia,685.66707139887
27932,2013,July,Friday,Morning,Rural,Main Road,Rainy,418.2597363288725,2,75,61+,Female,0.1946783764755589,0,Good,2,0,Severe,5,4,29.19144778636232,2354.667823295175,Icy,Speeding,9,48088.46479545415,67075.11349428959,South America,1526.4755907255849
27933,2017,October,Tuesday,Night,Urban,Main Road,Foggy,245.3407599792193,2,82,26-40,Male,0.0014760439947837,1,Poor,1,2,Minor,4,4,51.325157404464775,4068.5535246864742,Dry,Mechanical Failure,6,9433.282512145588,92658.59263182367,Australia,1467.2718628653945
27939,2007,December,Monday,Evening,Urban,Highway,Snowy,56.73479526002989,3,60,26-40,Female,0.2286330518643904,1,Good,0,0,Minor,7,4,19.199828101667705,9287.896701247497,Wet,Distracted Driving,0,3425.2165796064933,85509.75840230417,Australia,3585.199991912217
27952,2017,September,Tuesday,Evening,Urban,Street,Foggy,235.097544588056,3,50,41-60,Female,0.0785743364103522,0,Good,1,2,Moderate,0,4,56.883342285469865,9901.431281047771,Wet,Mechanical Failure,8,20442.47848117228,71175.51468300208,South America,4110.757908483081
27967,2000,November,Saturday,Night,Rural,Highway,Snowy,413.719959440625,2,96,<18,Male,0.0251453655705481,1,Good,1,0,Moderate,12,2,7.875741359882682,9718.958881799172,Snow-covered,Weather,0,24868.24340948105,73435.46643781627,Australia,1800.2977828196028
27970,2019,July,Wednesday,Afternoon,Rural,Highway,Foggy,445.79823716019285,2,33,18-25,Male,0.1482726256787795,1,Good,2,1,Moderate,10,1,36.263425957563335,3027.331767300336,Icy,Weather,0,33297.03285539633,89465.92963658589,Europe,3687.4728462144
27971,2005,May,Thursday,Evening,Rural,Street,Windy,148.19173571611222,1,44,61+,Female,0.0877046644815098,0,Good,2,2,Minor,14,0,51.11560964614711,5928.992896079663,Wet,Drunk Driving,4,24858.87210951934,82915.1615798289,Australia,1596.6280642652405
27972,2007,September,Tuesday,Night,Urban,Main Road,Rainy,223.57242762411687,2,92,26-40,Male,0.2031696708388936,0,Poor,1,0,Moderate,9,4,14.208953236980983,4028.625064297386,Dry,Drunk Driving,3,6598.340804920199,3177.972631494637,Australia,2616.9781938161304
27981,2020,November,Thursday,Evening,Rural,Highway,Snowy,417.829888660011,1,39,41-60,Male,0.1169261304211515,1,Good,0,0,Severe,12,4,41.836233641334495,1580.846917276868,Dry,Drunk Driving,4,44966.999013628665,34916.87374036656,Europe,1381.949857503344
27982,2024,June,Friday,Morning,Rural,Street,Clear,98.56674868397174,3,109,26-40,Female,0.160927670855896,0,Good,0,1,Severe,10,4,42.17190995123003,5271.01837686635,Dry,Drunk Driving,1,30015.48303089745,89120.71720279822,Europe,3123.727227240938
27986,2018,September,Wednesday,Morning,Rural,Main Road,Foggy,326.63983523696834,1,63,18-25,Female,0.0474930364482993,0,Poor,1,1,Moderate,6,3,20.381376295018192,1145.3312521311782,Dry,Distracted Driving,9,27864.25195955161,56392.40294484924,Australia,4359.468650980493
27988,2015,November,Wednesday,Afternoon,Rural,Street,Clear,321.2406592079837,3,76,18-25,Female,0.1882700169240552,1,Good,0,1,Severe,12,1,15.832788768218562,5728.448443369992,Dry,Speeding,0,4650.470775018908,80114.98177128693,Asia,1427.8151150027225
27996,2009,December,Tuesday,Night,Rural,Highway,Windy,285.51741322808084,3,93,18-25,Female,0.0463652280552531,1,Good,2,1,Severe,3,4,56.60804770850005,401.8345235555062,Icy,Speeding,2,46329.29978903848,20122.180143173777,North America,2159.507370906039
28000,2022,January,Tuesday,Afternoon,Rural,Main Road,Windy,283.804336946902,2,39,61+,Female,0.1978383866407606,0,Poor,1,0,Minor,15,2,34.963238528326215,3039.2100000157884,Wet,Mechanical Failure,9,20786.729257558545,51729.714664144674,South America,4445.765771843039
28014,2018,January,Monday,Morning,Rural,Main Road,Foggy,407.6491481167489,2,106,<18,Male,0.0897752673387105,0,Good,0,1,Moderate,15,4,46.35079164798004,4301.017202418554,Icy,Speeding,5,29626.60861385612,79664.05916996603,Asia,2356.2046501388645
28019,2006,December,Friday,Morning,Rural,Street,Clear,70.34755127803892,1,45,26-40,Male,0.1252721433260019,1,Good,2,0,Moderate,18,2,48.356586773158526,404.9125075746816,Dry,Speeding,3,33241.92191578483,94489.67518490004,Australia,164.17084259252132
28020,2010,April,Saturday,Morning,Rural,Main Road,Rainy,318.31399723999965,2,93,61+,Male,0.1161686488086945,0,Moderate,2,2,Moderate,19,4,9.241773199643362,6455.179480384297,Snow-covered,Mechanical Failure,3,13484.30176779088,7754.908742035901,Asia,3968.8793476085343
28026,2022,August,Wednesday,Morning,Rural,Street,Foggy,477.5119098149455,4,66,<18,Male,0.1319291788666712,1,Poor,0,1,Minor,19,4,15.542907903586949,411.1758022438328,Icy,Distracted Driving,9,1415.0801753710589,14892.004592062476,Europe,2220.963399093924
28036,2013,June,Wednesday,Evening,Rural,Main Road,Foggy,413.20708086581806,3,93,<18,Female,0.0078355716477316,1,Good,1,1,Severe,18,3,38.1661160819834,6664.274534476123,Icy,Weather,9,26124.462192616676,87601.5020678797,North America,4752.798858509326
28038,2014,October,Wednesday,Afternoon,Urban,Highway,Snowy,439.1291515233351,2,36,26-40,Female,0.1298704376786407,1,Poor,2,2,Severe,10,2,57.40232808272425,3351.766859607617,Wet,Weather,5,12552.860377689403,44251.54615613475,Asia,1852.515857252892
28069,2019,August,Sunday,Afternoon,Rural,Main Road,Clear,471.98642188541896,4,47,26-40,Male,0.242226709808729,0,Good,1,2,Minor,8,1,23.543962623934146,2611.1845079071954,Icy,Speeding,0,41496.43941863304,24752.57016774308,South America,1343.0834398465686
28088,2005,July,Monday,Evening,Urban,Highway,Windy,140.94777086512414,3,109,<18,Male,0.1551480314060557,1,Good,2,1,Moderate,1,0,6.5488662886370586,5596.47143540534,Icy,Drunk Driving,9,29169.49753382557,96866.12274671569,North America,1062.9965755237388
28098,2000,July,Sunday,Morning,Urban,Main Road,Snowy,82.4767274750258,2,102,<18,Female,0.1801648325812756,0,Moderate,0,1,Minor,6,3,28.66602115540483,788.1549747183338,Wet,Mechanical Failure,8,20073.33213317147,89253.79579245539,South America,2339.4822232258803
28102,2018,May,Thursday,Evening,Urban,Street,Snowy,119.20459427278122,3,73,41-60,Female,0.1947025986590496,1,Poor,2,1,Severe,4,4,19.82520232200824,506.3177330194602,Snow-covered,Distracted Driving,3,19850.19399952847,64433.93252452652,North America,1195.2323618856826
28107,2021,March,Tuesday,Evening,Rural,Highway,Clear,239.7061845082822,4,73,26-40,Female,0.1341839586275434,0,Moderate,0,1,Moderate,14,3,16.93898088710712,4964.216705593065,Dry,Mechanical Failure,0,37049.757296312746,94303.91734767344,Asia,3153.5718936332737
28111,2001,March,Tuesday,Afternoon,Rural,Highway,Snowy,375.2164355554144,2,106,<18,Male,0.1626678441129466,0,Moderate,0,2,Minor,10,2,54.3981572486783,376.91565590905554,Wet,Mechanical Failure,5,37423.7173740948,60811.30493747833,Asia,2018.0048976635144
28112,2001,March,Friday,Evening,Rural,Street,Snowy,443.1958283018306,2,49,61+,Female,0.0324824875022618,1,Good,1,1,Severe,8,4,9.464713022700126,6141.996682673185,Wet,Mechanical Failure,5,17019.8910987008,92512.83334545432,South America,3934.49856671686
28118,2003,February,Saturday,Evening,Rural,Street,Foggy,412.5664215826849,3,41,<18,Male,0.112203826924391,1,Poor,2,1,Severe,2,4,22.61477188092312,5815.829723834899,Dry,Weather,7,40992.31701374989,15758.671473840555,Asia,1262.3636877426934
28122,2003,May,Friday,Morning,Rural,Highway,Clear,360.50139444190745,4,63,41-60,Male,0.0303342065840504,0,Moderate,1,0,Moderate,16,0,55.98272659213893,9006.572933949623,Dry,Weather,1,46584.66601720002,35459.59038920842,Europe,3396.019827240235
28130,2000,July,Thursday,Morning,Rural,Highway,Rainy,311.6424020190016,1,82,<18,Female,0.0079725125270006,1,Moderate,1,1,Moderate,12,4,5.7722039887495935,3568.789640602255,Snow-covered,Distracted Driving,4,39349.06609613844,41379.41282744175,Asia,3693.130647980259
28137,2014,April,Monday,Morning,Rural,Main Road,Windy,141.5943319785181,4,51,26-40,Female,0.1190995307340321,1,Good,0,1,Minor,11,3,51.17375499427765,1062.0136918257726,Icy,Distracted Driving,5,35352.71208934943,59242.75433657175,Europe,4513.5904235390335
28152,2014,May,Saturday,Night,Rural,Street,Snowy,402.4503901727365,2,107,<18,Male,0.0299890916335269,0,Moderate,1,0,Severe,18,4,38.08280286200909,4768.60806811397,Dry,Drunk Driving,5,2232.578342613605,64172.61010413319,South America,2584.263433810017
28170,2024,July,Monday,Evening,Urban,Highway,Windy,69.6928726295272,1,32,26-40,Female,0.0586121382542194,1,Good,0,2,Moderate,12,4,30.977550689958385,8437.13345913904,Icy,Distracted Driving,6,19660.85205931517,44096.67232108615,North America,1885.235871387357
28189,2015,March,Friday,Morning,Urban,Street,Rainy,412.87420365974936,3,51,<18,Female,0.0554061159627627,1,Poor,0,2,Moderate,13,3,57.730048129264816,5421.52351346102,Snow-covered,Distracted Driving,4,22304.785211944934,8489.197482026251,Asia,3935.1819644159145
28199,2024,June,Tuesday,Morning,Rural,Street,Rainy,205.02020946519863,4,114,26-40,Female,0.1858847546830652,0,Poor,2,1,Moderate,9,0,50.19271113398634,252.6690451874937,Wet,Speeding,5,40223.48347147705,51264.97875031991,Asia,4852.715366938058
28202,2023,February,Wednesday,Afternoon,Rural,Street,Foggy,217.72206299442357,2,77,26-40,Male,0.1810742890876659,1,Good,0,0,Severe,4,4,56.93483405651581,6751.57750531966,Icy,Mechanical Failure,8,31487.936020359077,40992.67067370927,South America,3596.7259078137654
28208,2018,May,Friday,Night,Rural,Highway,Clear,155.75019052546594,1,48,61+,Female,0.147656329480427,0,Good,0,1,Severe,12,4,52.2697893326894,5750.730522539091,Dry,Distracted Driving,9,35408.29064809981,5959.571267085006,Europe,3480.399557458193
28240,2009,August,Wednesday,Morning,Urban,Street,Clear,190.5119483080225,4,115,26-40,Female,0.0085587989909471,1,Good,0,2,Severe,5,0,38.11391314206776,1979.997221016787,Wet,Mechanical Failure,9,1526.7530384331874,16612.36234463613,North America,4517.741736831508
28248,2016,March,Friday,Evening,Urban,Main Road,Snowy,261.68493954603366,1,64,26-40,Female,0.2452478158782118,1,Good,1,2,Moderate,1,0,16.93200300553977,5108.1005135986525,Wet,Weather,1,1569.5829935318425,56640.19975959469,Australia,2324.093089615493
28249,2017,January,Tuesday,Evening,Rural,Street,Rainy,208.72848533032465,1,71,61+,Female,0.1655318608801405,0,Moderate,1,2,Moderate,2,0,10.83604424817014,680.7764283298551,Icy,Speeding,9,35044.877949394846,37554.54349642757,Europe,4831.140774797788
28258,2007,December,Sunday,Afternoon,Urban,Main Road,Foggy,487.58943521022985,1,118,26-40,Male,0.1643528251603883,0,Moderate,1,1,Minor,2,4,23.58372552728781,2631.680052372322,Dry,Mechanical Failure,0,36898.84818011176,73261.86205264139,South America,764.7734321462298
28262,2017,January,Monday,Morning,Urban,Street,Windy,73.8721109061344,1,111,26-40,Male,0.1355706950329176,1,Moderate,0,2,Moderate,2,3,27.36603257121119,8980.595260852559,Dry,Distracted Driving,7,20429.26809419468,76791.55124748657,North America,392.89694696737314
28277,2008,September,Tuesday,Night,Rural,Highway,Windy,346.1254829173007,2,86,18-25,Female,0.1877874377132691,1,Good,0,1,Moderate,10,4,36.627338012384456,315.6443302534849,Wet,Mechanical Failure,8,24239.63077410707,72055.843913672,Australia,128.30809954453514
28281,2009,February,Friday,Night,Rural,Highway,Clear,94.41448069300546,1,41,<18,Female,0.0727676458287767,1,Poor,2,2,Severe,2,0,39.056867554681766,1818.4742338898795,Snow-covered,Mechanical Failure,0,23863.31016788655,46429.97261827306,Asia,229.93741073012112
28315,2012,July,Saturday,Evening,Urban,Main Road,Clear,310.3977042199725,1,107,41-60,Male,0.0556840125003496,1,Poor,2,2,Severe,3,3,21.244207470654136,5561.211655443731,Dry,Speeding,0,49115.05338408113,83570.00006456472,Australia,2119.2608866539504
28317,2015,June,Friday,Afternoon,Urban,Street,Rainy,387.3017946043734,1,100,18-25,Male,0.2457716260620516,1,Good,2,1,Minor,19,3,8.532527211546148,8928.863081670079,Dry,Mechanical Failure,7,47868.38093337566,73869.16543540657,Europe,3003.4938646728297
28321,2020,July,Monday,Evening,Urban,Highway,Rainy,222.72565951178385,1,67,26-40,Female,0.1605990660836458,0,Poor,0,2,Severe,14,0,31.57555755749128,1028.7434889143208,Snow-covered,Speeding,4,31767.97371686295,38040.25943453476,North America,2570.150939672289
28328,2014,June,Wednesday,Night,Rural,Street,Foggy,358.53805060019704,3,109,18-25,Female,0.1174275941872138,1,Moderate,2,2,Minor,9,4,31.229006490627448,9969.384886698495,Snow-covered,Speeding,5,16951.896581981415,24676.9237818544,South America,3569.6996733622123
28339,2004,September,Sunday,Morning,Urban,Street,Foggy,331.9765145438163,3,57,61+,Male,0.0230644601983855,1,Good,0,1,Minor,13,4,18.956052738684825,7592.494116166588,Dry,Drunk Driving,1,11695.347808131986,96153.99670951122,Europe,3492.972863874661
