,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
32802,2004,March,Thursday,Night,Rural,Main Road,Foggy,428.9423237484027,1,35,<18,Female,0.1075170792308375,0,Moderate,0,1,Moderate,17,3,25.56300166078153,5432.724882682533,Wet,Drunk Driving,6,15616.653662964503,89759.46735508827,Europe,1270.4808785173
32803,2016,June,Monday,Night,Urban,Street,Clear,295.41085045144115,1,66,26-40,Male,0.1177607666806843,1,Moderate,1,2,Severe,6,2,57.57447340955012,6209.523315306469,Dry,Distracted Driving,4,20531.945163101744,86888.80393936657,Australia,4977.742845910172
32807,2013,April,Monday,Evening,Rural,Highway,Foggy,480.7904468991858,1,114,<18,Male,0.0627322062777737,1,Poor,2,2,Severe,2,3,18.97398648994969,4744.833978582956,Icy,Distracted Driving,5,29796.02506268009,25422.82293990752,North America,3917.837101596271
32814,2022,January,Thursday,Evening,Urban,Main Road,Rainy,91.5200394648039,4,59,<18,Female,0.1438915623288833,1,Moderate,0,0,Moderate,2,1,23.760678818321654,8969.650950489315,Icy,Distracted Driving,1,15392.180488110189,3084.5805107256474,South America,1566.0741308729707
32862,2001,November,Saturday,Evening,Rural,Highway,Windy,143.1153049370247,1,113,18-25,Female,0.2255350350534536,1,Good,0,0,Minor,17,2,30.77110291790724,6988.825891976791,Wet,Mechanical Failure,7,38932.25914650709,96144.25989813932,Asia,4683.507915688917
32864,2023,October,Thursday,Night,Rural,Highway,Snowy,77.25831055722121,1,85,61+,Female,0.0441761684977283,1,Poor,1,1,Moderate,15,0,18.292485881213903,5384.333926889401,Dry,Speeding,8,45774.83422420051,12454.135813249455,Australia,925.3652897759752
32869,2017,July,Friday,Afternoon,Urban,Highway,Clear,260.44614433500533,1,117,41-60,Male,0.1793834898336634,1,Good,2,2,Moderate,18,4,7.68312194977832,2662.9515701237347,Snow-covered,Mechanical Failure,4,26708.178415706487,27953.983127695155,South America,2693.641360392223
32870,2013,August,Thursday,Morning,Rural,Main Road,Clear,121.50773047029892,3,37,<18,Male,0.0724811114146933,1,Good,1,2,Minor,16,4,32.193118191590095,7525.095192954089,Icy,Distracted Driving,1,23574.880925655085,87368.30950807125,South America,1244.2517870021568
32880,2017,July,Wednesday,Morning,Urban,Main Road,Snowy,320.9880599624981,2,119,61+,Male,0.0633035800827312,1,Good,0,1,Severe,10,0,48.65639229755679,5588.599047759081,Icy,Drunk Driving,5,13534.628383490524,77640.96032660332,North America,1918.450829056356
32882,2016,May,Monday,Evening,Rural,Main Road,Foggy,282.30533690721023,2,71,41-60,Female,0.1459091917900202,1,Poor,0,2,Severe,10,1,35.85743009452628,6146.352893502137,Snow-covered,Mechanical Failure,6,33263.04560382128,91446.5806710042,Asia,1857.1421334453928
32887,2013,March,Saturday,Night,Urban,Street,Windy,260.0448385240152,3,52,<18,Female,0.2397634384196742,1,Moderate,2,0,Minor,0,2,35.87784468136906,6694.806728925886,Wet,Speeding,2,10727.541936520838,1185.847349105181,South America,2732.342280097525
32898,2021,August,Thursday,Afternoon,Urban,Street,Windy,279.8595579822828,1,67,18-25,Male,0.2229206597836177,1,Moderate,0,1,Moderate,9,0,25.954197498428805,4302.126269646006,Icy,Mechanical Failure,0,27432.737109904,78602.16297421049,Asia,1866.9894334676276
32899,2009,November,Wednesday,Evening,Urban,Highway,Foggy,318.3659455258364,1,62,18-25,Female,0.0421241818188957,1,Good,0,0,Minor,0,4,7.032949412095811,5656.117067223093,Dry,Speeding,0,2276.2846720570374,13306.402111981852,North America,1175.351982317176
32922,2007,February,Thursday,Night,Urban,Highway,Rainy,492.71703983545456,3,85,<18,Male,0.1358508315065415,1,Good,2,2,Severe,7,1,54.119348113905644,4244.802106466693,Dry,Speeding,9,29999.012275030345,59711.63080302164,Europe,1883.6902838122437
32925,2017,November,Friday,Afternoon,Urban,Street,Foggy,108.8208283918691,4,95,26-40,Male,0.072200916410465,0,Poor,2,2,Severe,12,1,24.22510142474052,9233.18637027824,Snow-covered,Weather,3,30955.95721390308,59786.67587541015,South America,1322.396754272679
32939,2015,March,Thursday,Evening,Rural,Street,Foggy,74.69285360538512,3,53,26-40,Male,0.119209654063589,1,Poor,0,0,Moderate,19,0,56.93184566062754,1080.5534646582182,Wet,Mechanical Failure,5,45458.292013767015,67978.23749620485,Europe,4950.06902578211
32941,2011,January,Monday,Evening,Urban,Highway,Foggy,229.29969635305991,3,49,<18,Male,0.2195661430323503,0,Moderate,0,0,Moderate,19,2,41.23749283632674,496.92834332509807,Wet,Weather,5,39870.85098899242,26662.286572768226,North America,1295.7994273845616
32971,2011,December,Sunday,Night,Rural,Street,Rainy,447.24649265790464,2,46,<18,Female,0.2050989850835471,0,Good,2,1,Severe,12,4,20.72099598845349,3092.4360775044656,Snow-covered,Mechanical Failure,0,49879.820836394894,89176.22909742975,Australia,2372.5827451214063
32981,2020,October,Tuesday,Morning,Urban,Highway,Rainy,251.5226302911473,4,57,<18,Female,0.0533637799473445,0,Good,0,0,Severe,14,4,13.368216322159835,6150.061113872251,Wet,Weather,4,6204.253943802036,91503.16258608576,Australia,4211.67142139027
32999,2007,February,Thursday,Evening,Urban,Highway,Snowy,403.0314854912157,2,91,18-25,Female,0.1036935533305027,0,Moderate,1,1,Moderate,6,0,31.13619930628729,3530.796079643689,Icy,Mechanical Failure,1,45311.15615935712,65113.00415295806,Asia,1439.376924300066
33001,2014,December,Tuesday,Afternoon,Rural,Highway,Windy,177.4747977902873,1,55,26-40,Female,0.1728496031997158,0,Poor,1,0,Moderate,5,1,11.333755837696955,2765.3180093921837,Wet,Weather,0,1781.1306311136354,66432.3460175408,Asia,671.9270012044334
33017,2000,October,Thursday,Night,Rural,Highway,Windy,376.33949204620905,4,92,61+,Male,0.016777271113219,1,Good,0,1,Minor,5,2,39.92062012575532,9664.828564351545,Icy,Distracted Driving,0,45728.2462891659,10363.548547036818,North America,833.5739583493814
33030,2002,June,Thursday,Morning,Urban,Main Road,Windy,280.68224941256346,4,46,18-25,Male,0.1479227112190305,0,Moderate,1,0,Moderate,19,4,20.829188442315854,1072.4843419367216,Dry,Drunk Driving,3,20266.09171262919,34082.71649464658,South America,2832.2892209420534
33043,2018,December,Monday,Evening,Urban,Main Road,Clear,161.25386603192055,4,50,61+,Female,0.0557866844504524,0,Moderate,0,1,Severe,11,2,40.9283445672851,1951.228736170644,Icy,Distracted Driving,1,11090.589264498858,57221.49808241042,Europe,3067.53386806828
33058,2003,April,Monday,Morning,Urban,Street,Foggy,234.00445292774137,1,95,61+,Male,0.044094190926735,0,Poor,2,2,Minor,5,3,59.33061024058897,3927.0991264246823,Dry,Drunk Driving,6,25969.50108810661,37019.234447160896,South America,3651.554813230402
33065,2003,March,Monday,Afternoon,Urban,Highway,Snowy,308.88804377560365,1,37,41-60,Female,0.0675066898445445,1,Good,0,0,Moderate,19,0,43.30865817273004,3322.842700669624,Wet,Drunk Driving,1,26873.093680137048,40063.205461695805,South America,2168.181244205105
33072,2017,January,Thursday,Afternoon,Urban,Highway,Rainy,279.2529098774786,1,89,<18,Male,0.1372716409169643,0,Good,1,2,Severe,8,4,26.788487995985083,3543.0205489376185,Dry,Mechanical Failure,8,1481.2471165762863,9485.636871956323,Europe,519.4541678369792
33082,2000,May,Thursday,Morning,Rural,Street,Windy,281.9040020173276,2,49,41-60,Female,0.0659506211013831,1,Poor,1,0,Moderate,14,1,46.49182480656077,1442.5403049583576,Icy,Distracted Driving,4,46200.29871387109,43037.79844414928,Europe,1297.630921370814
33084,2008,November,Friday,Night,Urban,Main Road,Rainy,487.5170286045473,3,90,41-60,Female,0.1236019775013614,0,Moderate,0,2,Minor,15,1,40.51534961607541,6008.039157537152,Snow-covered,Mechanical Failure,3,39339.527851478575,32673.18329819109,Europe,3677.857524122657
33105,2021,April,Friday,Evening,Urban,Highway,Clear,360.85485941514406,3,58,41-60,Male,0.1013244716944142,0,Poor,1,0,Severe,4,2,39.68261155655893,544.091053133665,Icy,Speeding,1,11534.472694683667,77533.72303954855,Australia,1771.9016731734105
33129,2008,May,Thursday,Morning,Rural,Street,Foggy,378.5592721721312,3,98,18-25,Male,0.007218143615312,1,Moderate,0,0,Severe,16,3,29.48946725586396,176.60134389708224,Dry,Drunk Driving,2,32838.5239552764,63537.779860129056,Australia,3002.626776278507
33130,2013,March,Wednesday,Night,Urban,Street,Rainy,331.3700175355811,2,111,61+,Female,0.1576241141696566,1,Good,1,0,Moderate,18,3,25.410552386413983,5253.392887111176,Icy,Distracted Driving,1,46155.54083562487,82111.38664016502,North America,3512.76545570213
33132,2003,March,Tuesday,Afternoon,Urban,Main Road,Clear,356.8430154490891,1,65,<18,Female,0.0381103045510375,1,Good,1,1,Minor,6,0,37.64307161438885,6455.45814560935,Wet,Weather,8,1692.7898687222123,55565.18147735105,South America,4177.730460134945
33140,2012,December,Saturday,Afternoon,Rural,Highway,Windy,117.16226655061324,1,34,61+,Male,0.0127427498983789,1,Moderate,0,1,Moderate,10,0,50.69447129288256,2051.7571981020383,Snow-covered,Distracted Driving,0,42144.57330196424,88371.82691153589,South America,1065.8357398084263
33142,2002,May,Friday,Morning,Urban,Highway,Clear,128.28281466798848,2,108,18-25,Female,0.1158530366345322,0,Moderate,1,1,Minor,16,0,41.99976498897386,5910.060762922434,Wet,Mechanical Failure,1,20897.94331777127,73371.60786675973,Australia,4836.054569662039
33145,2006,July,Thursday,Afternoon,Urban,Main Road,Clear,147.00457878030778,2,66,41-60,Female,0.1870559992460417,1,Moderate,1,0,Moderate,9,2,29.583787257310615,8234.519659068148,Wet,Drunk Driving,9,49645.69067779454,72506.53176633512,Australia,3963.990802449074
33146,2024,January,Sunday,Morning,Urban,Highway,Rainy,332.6726652184863,1,105,26-40,Female,0.2187657419987381,1,Good,1,2,Minor,3,4,35.914715510386216,8895.638285489227,Icy,Distracted Driving,7,10283.026824721244,97307.03694054464,Australia,3820.6373383490336
33167,2000,January,Wednesday,Morning,Urban,Street,Foggy,69.91518083469843,2,31,41-60,Female,0.107045779724987,0,Poor,2,1,Moderate,4,4,38.894480938758186,7205.084328265791,Wet,Mechanical Failure,9,17533.77648477283,30329.50577861736,South America,2227.871625284949
33177,2023,December,Monday,Evening,Urban,Highway,Foggy,81.48585521464213,4,42,41-60,Female,0.1689234429446176,0,Moderate,0,1,Moderate,17,0,41.85275478099309,8666.252912943834,Wet,Speeding,2,26692.005455200622,92161.55772025137,North America,637.2609659202617
33181,2012,September,Thursday,Night,Rural,Highway,Rainy,455.0662497295704,1,53,26-40,Male,0.246945787260787,0,Moderate,0,2,Minor,5,1,48.1485768086947,4492.529482696181,Icy,Drunk Driving,5,44879.995760638674,35374.641220746475,North America,4289.58452609835
33183,2020,July,Tuesday,Night,Urban,Highway,Snowy,282.51447070735986,2,48,41-60,Female,0.2359211041754716,0,Good,1,2,Severe,13,0,21.712513208869925,2975.469784986657,Dry,Distracted Driving,0,40658.224512636254,65540.18805383344,Australia,2949.8671750208205
33184,2019,March,Sunday,Night,Rural,Street,Windy,94.17274454387815,1,99,18-25,Female,0.0287611698799086,1,Good,1,1,Moderate,5,4,17.530409530469,8323.638190323105,Dry,Speeding,0,26581.14080567912,83733.00693925362,Australia,972.533288882062
33188,2013,November,Saturday,Morning,Rural,Highway,Snowy,473.5825138897805,1,107,<18,Male,0.0963972682977481,0,Moderate,0,1,Moderate,1,4,54.49611779825927,8925.901396451402,Dry,Speeding,9,34878.936856558656,34258.01368433132,South America,1213.7299862366829
33198,2022,September,Friday,Evening,Rural,Highway,Rainy,495.7102484063556,2,85,41-60,Female,0.0361835090912618,1,Good,2,2,Moderate,13,0,14.62843055311792,8975.248829120002,Snow-covered,Weather,8,10087.560829522276,49172.24014486506,Asia,2412.8568845208456
33201,2012,October,Friday,Afternoon,Rural,Highway,Clear,326.0838862373114,2,72,61+,Female,0.2278953280158648,1,Poor,1,2,Moderate,4,3,18.021346748216224,3214.534879486855,Snow-covered,Speeding,4,31348.21296644402,54769.97107976558,Australia,4410.390887890433
33205,2005,August,Wednesday,Night,Rural,Main Road,Rainy,341.5186877574929,3,45,61+,Female,0.2104080363657073,1,Good,0,0,Minor,1,1,8.496501791304233,2208.3104423623918,Icy,Distracted Driving,8,48079.00180495645,61785.52738142143,Asia,708.7277187823138
33213,2015,August,Tuesday,Afternoon,Rural,Street,Snowy,77.82049517028094,1,50,41-60,Female,0.2432333586825714,1,Moderate,1,1,Moderate,18,2,21.095804698366027,7864.940390573927,Dry,Drunk Driving,3,5518.631992259767,45447.60437684446,Asia,3606.2570602667247
33219,2020,February,Wednesday,Evening,Urban,Main Road,Snowy,378.7011097158498,4,119,61+,Female,0.1705801375304371,1,Moderate,2,1,Moderate,3,1,18.54019912385388,7608.825785144193,Icy,Distracted Driving,0,22125.37857488545,76686.34430950833,North America,58.10475438922056
33260,2008,October,Saturday,Afternoon,Urban,Highway,Windy,72.59031730892465,4,43,<18,Female,0.0673144173219764,1,Poor,2,1,Minor,5,3,33.230207627217936,7433.634009932296,Snow-covered,Drunk Driving,1,49356.80533339951,80432.07773398158,Asia,4959.629966824189
33268,2004,September,Sunday,Morning,Urban,Main Road,Rainy,289.5453330778121,1,36,61+,Female,0.1759335252715717,0,Moderate,0,0,Moderate,1,3,22.61903977414728,2966.3184917896324,Dry,Speeding,5,17154.465666446995,51659.93764461412,Asia,717.475309553652
33274,2012,June,Tuesday,Afternoon,Urban,Street,Clear,430.8789976402416,2,110,18-25,Male,0.0070705846576355,1,Poor,0,2,Minor,18,1,55.37643912595524,8718.798267923612,Snow-covered,Speeding,0,3677.402686142168,93885.74125915192,North America,3339.3729299464094
33277,2011,October,Tuesday,Evening,Urban,Main Road,Rainy,176.62614496913892,3,96,41-60,Female,0.0216349148513174,1,Poor,0,1,Moderate,7,2,23.078692649435077,1201.110684368459,Dry,Distracted Driving,1,20430.01247822831,69444.80685945552,Asia,3019.5462920367377
33289,2002,September,Saturday,Morning,Urban,Street,Snowy,339.54753889649703,1,88,<18,Female,0.0784456296822111,0,Moderate,1,2,Severe,9,0,35.23171146332774,8062.324132894043,Icy,Weather,9,40971.0449169756,98740.94610096209,Australia,4188.127400503766
33298,2012,December,Saturday,Afternoon,Urban,Main Road,Windy,225.30879916840252,4,66,<18,Female,0.0385072199519466,0,Moderate,2,1,Moderate,3,3,56.10070126072398,2478.1998713091066,Icy,Mechanical Failure,9,31519.474713345317,98924.78546248889,Europe,3695.9125045000233
33334,2003,December,Friday,Night,Urban,Main Road,Clear,341.86190338789777,3,55,26-40,Male,0.2361712349801036,0,Poor,0,0,Moderate,7,3,49.55612953474777,5165.045933013016,Wet,Drunk Driving,8,42185.85201428618,22885.99034014084,South America,120.7283755818348
33337,2007,May,Friday,Morning,Rural,Street,Windy,101.01686149023,4,103,18-25,Male,0.2350731070838773,0,Good,1,2,Minor,9,2,21.02444524126564,5040.322702780603,Wet,Distracted Driving,5,27717.871864630357,72827.41065798087,North America,1040.7953115458577
33338,2004,January,Wednesday,Afternoon,Urban,Street,Clear,430.80317816872525,4,40,18-25,Female,0.189276223005893,0,Poor,2,0,Moderate,1,0,46.83205320564322,6818.46190736665,Wet,Distracted Driving,2,15927.373982463894,32009.12365005716,North America,2776.238831605512
33342,2007,December,Saturday,Evening,Rural,Highway,Rainy,366.8979878031753,4,93,41-60,Female,0.1831352152272378,1,Good,2,1,Moderate,12,0,44.40186862899946,1609.278074841293,Dry,Speeding,0,20456.168904345024,74017.87274839354,Europe,110.15019083674584
33351,2008,May,Tuesday,Afternoon,Rural,Highway,Rainy,428.6363533458013,2,86,61+,Female,0.2470056567776279,1,Moderate,2,2,Moderate,1,3,39.44518129076971,9580.677263914671,Icy,Distracted Driving,8,5723.328786105549,8235.912927331452,Europe,772.2277038011879
33354,2021,February,Thursday,Night,Urban,Main Road,Snowy,356.58261088667973,3,72,41-60,Female,0.2039192000281229,0,Moderate,2,2,Minor,6,4,30.944573488813024,7823.2094847189555,Dry,Mechanical Failure,4,37653.87850020518,2076.820310924832,North America,4372.089641584264
33364,2005,May,Tuesday,Morning,Urban,Street,Clear,482.3217432901968,2,87,41-60,Female,0.1237612056250967,1,Good,0,2,Moderate,5,2,40.12513546650494,6952.400193277753,Icy,Weather,3,12762.072807925591,83137.79323652686,Europe,3786.3807630559263
33372,2008,April,Sunday,Morning,Rural,Main Road,Foggy,405.8611181830096,4,73,18-25,Female,0.0046147810660823,1,Poor,1,1,Severe,6,0,18.28614475428082,9156.266205138683,Wet,Speeding,4,5461.142226851004,15323.950147882924,South America,3666.0544767028
33384,2000,June,Wednesday,Evening,Urban,Street,Foggy,191.66021678438247,2,35,26-40,Male,0.1353714051076615,0,Poor,1,0,Severe,5,3,33.09998582195008,2324.062294814814,Icy,Speeding,3,9682.98923120924,39245.0252090146,Asia,4658.989334737798
33408,2006,December,Friday,Night,Urban,Street,Windy,190.67093902016336,1,49,<18,Female,0.2366267549175391,0,Poor,2,2,Severe,7,3,46.88855915937179,4680.896561795732,Wet,Mechanical Failure,7,28823.63645677184,51612.45538531073,Asia,2891.603173630815
33415,2013,March,Friday,Night,Rural,Highway,Snowy,404.88708909069146,2,65,18-25,Female,0.0132796507634286,1,Good,2,0,Minor,7,0,43.93463977132026,7333.775456090862,Icy,Mechanical Failure,5,38290.88370307092,43055.84005598709,Europe,754.279486629595
33441,2009,January,Saturday,Night,Rural,Street,Snowy,314.7227054577601,4,91,41-60,Male,0.1223845591600098,1,Moderate,1,0,Moderate,8,4,26.031718003895147,6409.764448363183,Wet,Mechanical Failure,1,18724.40449786541,11608.366006283666,Asia,2626.51180780602
33447,2022,May,Friday,Afternoon,Rural,Highway,Windy,102.18933667540088,2,58,18-25,Female,0.222881507696119,1,Moderate,2,2,Minor,10,0,28.581549691606327,1128.7252182098514,Dry,Mechanical Failure,6,12326.832551146172,72100.80408014834,Asia,374.1399834685833
33449,2023,October,Saturday,Afternoon,Urban,Main Road,Rainy,181.61111082146485,1,84,26-40,Male,0.1476533002369763,1,Good,0,1,Moderate,6,2,53.98516582490296,7821.064404393481,Snow-covered,Speeding,1,1603.8059119009752,70083.74482522697,Australia,1255.8217617589964
33452,2007,March,Monday,Afternoon,Urban,Main Road,Windy,408.003490008169,1,100,<18,Female,0.0599225371890494,0,Poor,2,0,Moderate,4,2,51.40581828611959,5977.879972315131,Snow-covered,Weather,9,47711.835719293,49025.3152950209,North America,4481.502529622568
33453,2020,February,Friday,Night,Urban,Street,Clear,99.79065556206612,1,41,<18,Female,0.1119315584502137,0,Good,1,0,Minor,1,3,50.42362598195075,9810.247570361107,Icy,Drunk Driving,2,34751.33756804344,30682.836581444037,North America,2271.1438076834747
33469,2018,May,Sunday,Morning,Rural,Highway,Rainy,472.2875976247217,3,100,61+,Female,0.1147922125485235,0,Moderate,2,0,Moderate,4,1,27.080709470478443,6958.681407468012,Snow-covered,Distracted Driving,0,8685.831983460232,36589.50089623342,North America,4529.677128409076
33475,2006,March,Monday,Morning,Rural,Main Road,Snowy,466.6115579212383,2,41,41-60,Male,0.2445278536752065,0,Good,1,0,Minor,19,1,49.31198810177679,2693.7996465586816,Dry,Speeding,9,10300.086582212138,27062.8244404674,Asia,4995.395970481944
33477,2016,January,Monday,Night,Urban,Highway,Foggy,361.94882424587865,4,64,18-25,Male,0.1302746662565861,1,Good,0,1,Minor,11,1,35.17865259297758,2530.213834336844,Snow-covered,Distracted Driving,9,33130.29843454945,51173.0137236881,South America,4471.697541529738
33478,2004,July,Thursday,Night,Urban,Highway,Foggy,497.99050425058334,2,88,26-40,Female,0.1165516374139401,0,Poor,2,1,Severe,16,3,44.448781299278,197.18745962941733,Wet,Distracted Driving,8,41410.50629346746,43314.571648575,North America,903.473641460018
33480,2016,January,Friday,Night,Urban,Highway,Windy,265.97675632296887,1,30,26-40,Male,0.0589285806249451,0,Moderate,2,0,Moderate,14,2,52.61705756395058,986.7109611263678,Icy,Drunk Driving,0,26659.86666172882,15353.412124758635,Asia,4650.068848846156
33521,2020,June,Sunday,Morning,Urban,Highway,Foggy,139.370243712077,1,63,26-40,Male,0.1471344940398408,0,Moderate,1,2,Moderate,12,2,56.60144525250908,1046.6314942532886,Dry,Speeding,3,569.5290044419544,20081.859064158754,Australia,1138.8247182557875
33525,2016,November,Wednesday,Afternoon,Urban,Main Road,Foggy,405.1239858711152,4,114,41-60,Female,0.0568399982215523,0,Good,1,0,Severe,9,2,53.90062484254079,2016.744634007924,Wet,Speeding,2,29105.98764147824,94564.6348796898,South America,3370.4601525324947
33526,2005,August,Friday,Morning,Urban,Main Road,Windy,54.478421262385886,2,59,41-60,Female,0.04478901878109,0,Moderate,0,1,Severe,13,0,14.935906707178058,2786.032039451612,Dry,Distracted Driving,2,41174.44213032256,53509.705846362645,South America,1501.674750599347
33547,2010,May,Tuesday,Evening,Urban,Street,Foggy,157.78736761811754,1,92,<18,Female,0.1016071774672647,1,Good,2,2,Severe,8,2,8.810164369578022,5986.282786919895,Snow-covered,Speeding,4,10686.623194311644,53281.90157697811,North America,2842.3546748876856
33552,2016,February,Saturday,Afternoon,Rural,Street,Rainy,408.4843217310657,2,46,61+,Female,0.0397818415036223,1,Good,1,0,Moderate,8,3,22.9311440244564,9635.395775437031,Snow-covered,Drunk Driving,1,38050.65853684276,43229.92811352368,South America,4970.600182527314
33566,2006,January,Monday,Evening,Urban,Highway,Windy,352.64396317142496,1,52,<18,Female,0.1771083075235819,1,Moderate,0,1,Minor,6,0,58.9960159722185,4995.049839987319,Icy,Speeding,3,40065.43837055119,27969.30650208162,Australia,3015.4596943512047
33568,2011,October,Saturday,Morning,Urban,Street,Foggy,284.84729611669826,1,76,61+,Male,0.212607439340113,0,Poor,0,1,Moderate,15,3,25.982581880602684,8005.742637199695,Snow-covered,Distracted Driving,1,42127.11120722821,30428.08292667428,North America,3227.200674980594
33584,2018,October,Friday,Morning,Rural,Street,Snowy,100.22772928484088,4,50,61+,Female,0.1750571882867773,0,Poor,1,0,Moderate,4,2,42.14145221852049,7968.043920128219,Snow-covered,Drunk Driving,4,31806.31781244484,26748.339572143173,Australia,2126.223317669482
33594,2002,August,Wednesday,Morning,Rural,Main Road,Snowy,283.1508392854405,2,57,61+,Female,0.1326820940392536,0,Poor,2,0,Moderate,7,2,54.53573059510428,8203.740157294722,Icy,Distracted Driving,9,10417.720144738469,96715.9197571341,Asia,4513.891552285192
33605,2003,June,Monday,Night,Urban,Highway,Snowy,121.70805171972184,1,31,61+,Male,0.1219047136995742,1,Moderate,0,2,Moderate,8,1,30.551388661421527,6643.034997379595,Wet,Speeding,1,13197.395930624956,65859.18199847842,Australia,1725.8221352768242
33623,2001,July,Wednesday,Night,Urban,Street,Clear,130.95995236479882,2,70,26-40,Male,0.1095258315783001,1,Moderate,0,2,Minor,17,3,35.559201131658696,6810.293574597701,Dry,Speeding,2,33604.26569489401,26348.409175962093,Asia,2694.1122016186587
33642,2002,August,Sunday,Morning,Urban,Street,Foggy,452.71783656368655,1,118,61+,Female,0.239594321384277,0,Good,1,1,Severe,7,2,22.350765876892236,2515.044360037895,Icy,Weather,9,13025.600091896398,27239.125218971687,North America,2014.9131337294475
33662,2020,June,Monday,Morning,Rural,Main Road,Foggy,202.88540268836684,3,31,61+,Female,0.1465973920486776,0,Good,0,2,Minor,13,1,38.017977437512805,4980.972548564242,Snow-covered,Speeding,2,33560.85581962534,50886.80917162658,South America,4071.779439804482
33666,2018,February,Tuesday,Morning,Urban,Street,Foggy,441.5875099254702,4,54,41-60,Female,0.1729918578674672,0,Poor,2,0,Minor,12,0,49.45005831713111,3822.570340963563,Icy,Distracted Driving,0,30436.82144953961,49498.50302696724,North America,3208.3952382278576
33701,2010,July,Sunday,Morning,Urban,Highway,Rainy,495.3939528795922,3,40,41-60,Female,0.2195331401555116,0,Poor,1,1,Severe,16,3,24.832026658606303,4247.5969858176495,Snow-covered,Drunk Driving,8,29474.171349066288,31661.39606396504,Australia,3586.203452952676
33705,2011,September,Friday,Morning,Urban,Highway,Windy,306.695973592284,1,109,18-25,Male,0.0052075648193401,1,Moderate,2,1,Severe,9,1,20.18790099824936,3118.0017837170158,Dry,Speeding,4,11342.067861951056,19956.236256054493,Europe,3261.3513309210607
33711,2000,May,Sunday,Afternoon,Rural,Street,Foggy,50.353863400252855,2,69,41-60,Female,0.0116138093144047,1,Good,0,2,Severe,18,4,16.969710688032155,8749.093976545626,Wet,Distracted Driving,8,33571.77496159721,63544.38785803012,Europe,478.27380166987786
33727,2014,January,Thursday,Morning,Rural,Street,Clear,248.11063632460085,2,114,<18,Male,0.2379532011285818,0,Moderate,1,0,Severe,18,1,55.42149252808687,4784.167720162653,Icy,Drunk Driving,3,27611.675714502733,89039.83716372884,North America,2178.4522379318346
33734,2004,May,Friday,Night,Urban,Main Road,Clear,91.213902241102,1,96,<18,Female,0.0608244774061599,1,Poor,1,2,Moderate,7,3,25.061438771755675,289.29809002136494,Dry,Weather,0,30600.744346410385,58043.860947432775,Australia,1978.6674360558588
33740,2000,January,Wednesday,Morning,Urban,Street,Foggy,152.37307519331867,3,107,18-25,Male,0.1400213264182859,1,Poor,2,0,Minor,0,0,19.446435791573265,3486.6786835663265,Wet,Drunk Driving,5,34257.50740871576,10480.852304435934,Asia,2308.2976930026102
33750,2019,July,Thursday,Morning,Urban,Highway,Snowy,428.1579875970832,3,74,26-40,Male,0.2130522398966068,1,Good,0,1,Moderate,5,0,57.2094450480981,7018.4353419194495,Icy,Weather,9,28593.25489980204,21612.83642220983,North America,2951.339086646409
33754,2000,January,Tuesday,Afternoon,Urban,Street,Snowy,282.29472918011004,3,86,41-60,Female,0.1397499078741042,0,Moderate,2,0,Minor,12,4,48.860096255315945,886.2576364483909,Icy,Weather,2,30860.913381874227,26455.341098626897,Asia,4127.7200323437855
33757,2016,June,Wednesday,Evening,Urban,Highway,Rainy,145.59822765198385,2,51,61+,Female,0.0986026627829064,0,Good,1,2,Moderate,9,2,44.74604876769318,5765.315350259784,Snow-covered,Drunk Driving,9,5652.70229482126,25547.82770235696,North America,141.77547987763234
33765,2015,April,Tuesday,Evening,Rural,Highway,Foggy,158.69123096972422,2,57,<18,Female,0.0128561267872461,0,Poor,1,2,Moderate,13,4,10.862849238238066,3229.712760023299,Snow-covered,Weather,7,33297.2969223488,54843.81722637772,Australia,4301.8696822835445
33811,2023,September,Monday,Night,Rural,Main Road,Snowy,230.33076158969843,3,77,<18,Female,0.0766848623945161,1,Moderate,0,1,Minor,0,3,44.02487754570615,9783.145841284237,Dry,Drunk Driving,2,7089.245166146063,71221.35266155245,South America,2752.013368928139
33813,2001,April,Sunday,Afternoon,Rural,Highway,Clear,483.0968643809643,1,66,26-40,Female,0.0868879684668837,1,Poor,1,0,Severe,1,3,21.981053613001876,2636.6464216033496,Wet,Speeding,0,20142.10862684834,98981.3991088238,Australia,4846.185541775054
33814,2014,September,Thursday,Afternoon,Rural,Main Road,Rainy,387.3096086183467,3,34,18-25,Female,0.0415078467272372,0,Poor,0,2,Moderate,1,0,33.491256072678155,5856.25813286998,Dry,Weather,2,43824.819232469024,15526.283881390766,Asia,3350.910344612249
33817,2014,December,Monday,Evening,Rural,Street,Windy,319.0027215198325,1,48,<18,Female,0.0981119662305818,1,Poor,1,1,Moderate,10,2,10.216596098289898,1372.9965541936333,Snow-covered,Drunk Driving,8,13451.871329070293,70977.8027705705,Australia,3806.7511290888688
