,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
41294,2003,March,Friday,Afternoon,Urban,Street,Rainy,102.74717184927928,2,54,61+,Male,0.0516819238729582,0,Poor,1,0,Severe,0,4,21.063008318776543,2030.352666320014,Snow-covered,Weather,1,36757.69565755531,35414.03811542819,Europe,3583.133720768106
41298,2007,June,Sunday,Morning,Urban,Main Road,Rainy,252.62188534267304,4,109,18-25,Female,0.0045575025269752,0,Poor,1,2,Minor,6,2,17.81948445486121,4109.675893058302,Snow-covered,Speeding,2,24335.58464532826,97423.65273283908,North America,825.1044882531479
41300,2021,May,Tuesday,Night,Rural,Street,Foggy,249.10179837109288,4,114,41-60,Female,0.2452634943594405,0,Good,0,1,Moderate,4,4,34.84287673751416,8087.749812100769,Dry,Speeding,8,31953.64553082809,62502.34090519569,Europe,4178.269135227168
41314,2013,June,Thursday,Night,Urban,Highway,Foggy,287.8514033488268,4,65,61+,Male,0.1506805201048341,1,Good,2,1,Severe,17,2,11.93549169600588,4667.3626745598,Icy,Weather,9,1168.4959143032984,8084.7260348591935,Australia,957.060245509626
41321,2008,October,Friday,Afternoon,Urban,Street,Snowy,495.575707755993,3,77,18-25,Male,0.2067414352078758,1,Moderate,2,0,Severe,11,0,44.37537113013312,657.4778498378399,Icy,Distracted Driving,6,13273.57384678596,29618.57951372745,South America,4656.619879539177
41338,2021,September,Monday,Night,Rural,Main Road,Clear,495.2399702176331,3,87,26-40,Female,0.2214397876006584,1,Good,1,0,Severe,5,4,52.77675011267335,1462.982398385513,Icy,Drunk Driving,9,6148.717685822401,74873.25719273476,Asia,2589.5691039816616
41340,2013,January,Friday,Night,Rural,Main Road,Snowy,488.4742692293875,1,63,18-25,Male,0.2280982834129157,1,Poor,2,0,Minor,16,1,48.29868723103554,781.4118388842157,Icy,Distracted Driving,2,16870.928171632724,46791.93198274427,Europe,1455.728692925405
41354,2001,July,Thursday,Morning,Urban,Highway,Rainy,498.8067327995896,4,56,26-40,Female,0.2132589325697566,0,Moderate,1,0,Severe,11,3,52.56581050093925,6646.472413867254,Icy,Speeding,4,38575.18052971773,27004.895266891468,Europe,2746.6917854907706
41361,2007,March,Wednesday,Afternoon,Urban,Highway,Windy,455.92416289519423,2,102,<18,Male,0.1260588362117516,1,Good,2,0,Moderate,19,3,35.26523660158598,7787.250774272651,Dry,Distracted Driving,1,36980.89106884367,71050.35036024774,North America,2459.3756162104937
41363,2017,September,Thursday,Morning,Rural,Highway,Snowy,362.7619786310013,2,44,18-25,Male,0.1886837855269005,1,Good,2,1,Moderate,3,2,49.693379336697845,7667.962271000581,Dry,Weather,3,7154.301743226665,98339.00745057932,Australia,2954.0452563401723
41368,2010,October,Saturday,Night,Rural,Main Road,Rainy,401.9660340383197,1,103,41-60,Male,0.0403523079413273,1,Moderate,2,2,Minor,0,3,55.7473942746164,4066.604169795999,Wet,Mechanical Failure,6,21073.571783849693,38856.991147197135,North America,1149.5274200894255
41373,2013,June,Thursday,Afternoon,Rural,Highway,Snowy,242.6127749603513,2,61,<18,Female,0.1766775682858692,1,Good,1,0,Severe,4,4,59.04549823973433,5381.301513089502,Snow-covered,Distracted Driving,2,27743.188505893617,28679.853215100276,North America,2777.5196594509366
41393,2000,May,Thursday,Afternoon,Urban,Highway,Snowy,494.9943778074135,1,36,41-60,Male,0.1086848159836401,0,Poor,2,0,Severe,4,0,52.300068408079305,499.29590368341184,Snow-covered,Speeding,3,42982.05174852553,38219.50408925293,Australia,2854.0743260254794
41402,2007,June,Thursday,Afternoon,Rural,Main Road,Windy,99.73138761716882,2,46,18-25,Female,0.0254705920519227,1,Good,0,2,Severe,12,1,20.97191275933801,3315.9325089416743,Wet,Drunk Driving,8,27508.328131228227,34098.329662009986,Australia,979.5400472599524
41421,2013,January,Wednesday,Afternoon,Urban,Street,Windy,486.5104992995311,4,67,<18,Male,0.0345416029683153,1,Good,2,0,Severe,14,0,19.43323631377244,3254.1052285075502,Wet,Distracted Driving,6,5986.269694973893,82963.61772289602,Europe,1852.3864483003335
41430,2008,January,Wednesday,Night,Urban,Street,Snowy,185.4267336942349,3,45,18-25,Female,0.2492316937432979,0,Good,1,1,Minor,5,2,37.32405846601064,3127.2018452808065,Wet,Weather,3,34312.3188221633,43279.52113343484,North America,1067.0141411835116
41439,2022,September,Wednesday,Night,Rural,Highway,Rainy,153.5189561573706,2,77,41-60,Female,0.1570262241332511,0,Good,1,0,Severe,14,0,44.85489101019989,1315.3685611156554,Wet,Speeding,5,44053.164221495324,52882.5835984389,South America,4501.3012614213785
41458,2017,December,Thursday,Night,Urban,Highway,Rainy,308.3329588718982,2,57,41-60,Female,0.0510701328255333,0,Poor,1,0,Moderate,15,2,56.627707788248415,8170.945971743271,Icy,Distracted Driving,4,11265.15812064912,17605.27794884204,Europe,2672.116697420629
41477,2020,July,Wednesday,Evening,Rural,Street,Windy,317.4305505582001,2,74,61+,Male,0.0593885534922292,1,Good,1,2,Severe,10,1,11.822771638493316,9591.501115659044,Snow-covered,Weather,3,33452.52347774986,89124.2557390212,Australia,4353.63631368476
41485,2004,December,Friday,Evening,Urban,Street,Snowy,200.641187142879,3,100,41-60,Female,0.1577794728594833,0,Good,2,0,Moderate,7,4,21.23985572999482,8391.134878825895,Snow-covered,Weather,2,9603.857139306529,89631.36000964175,South America,818.6336715334922
41501,2009,August,Saturday,Evening,Urban,Main Road,Windy,471.0879684240049,4,62,41-60,Male,0.1428210809634698,0,Poor,2,2,Moderate,19,0,8.300585284404015,5353.06846838034,Snow-covered,Weather,0,11340.324778944598,22518.66176811088,Australia,3653.0465176085777
41507,2023,November,Tuesday,Morning,Urban,Highway,Windy,438.6434177864522,2,56,18-25,Male,0.1630449396675024,0,Good,1,1,Severe,14,1,47.83274032609157,4364.627489085689,Icy,Mechanical Failure,3,46442.10042433658,9149.876181353353,North America,1863.1946153270885
41517,2012,February,Friday,Night,Urban,Main Road,Snowy,67.84333671399223,2,63,26-40,Female,0.0997831645926854,1,Moderate,2,1,Severe,10,1,38.74483006797858,4408.243323586356,Wet,Speeding,4,4898.321815607593,15378.318237849271,South America,4034.754749149001
41520,2008,December,Monday,Evening,Urban,Street,Snowy,350.8851756875324,1,74,61+,Male,0.1307795900539847,1,Good,0,2,Moderate,16,2,48.59717037932525,6749.743079312496,Wet,Weather,1,2339.8629374600614,93860.04120796098,South America,3926.466671644629
41521,2013,November,Sunday,Evening,Rural,Street,Clear,85.86708004723539,2,46,41-60,Male,0.1857351386510999,1,Good,1,2,Moderate,17,0,20.309231474557365,9361.16721841788,Wet,Drunk Driving,0,37845.120438455946,52392.81239135012,South America,3266.9606993870607
41536,2024,September,Tuesday,Afternoon,Rural,Highway,Rainy,107.84794861087232,4,107,18-25,Female,0.1989762644012158,1,Moderate,1,2,Moderate,17,4,27.80876773759836,6323.301183737278,Dry,Mechanical Failure,4,49860.690184803454,3535.1971569521565,Europe,3102.9244980687217
41556,2008,December,Wednesday,Afternoon,Urban,Main Road,Snowy,437.66787799039423,4,71,<18,Male,0.2091998953536499,0,Moderate,1,0,Moderate,3,0,32.4981387231937,5376.490424445837,Dry,Distracted Driving,1,28409.41774431432,96803.37724184588,Asia,29.50980442689226
41557,2016,June,Saturday,Morning,Urban,Main Road,Foggy,220.48747045984368,4,116,26-40,Female,0.1288707019208419,1,Good,2,0,Severe,14,3,53.28079011908427,6928.172747374374,Wet,Drunk Driving,3,21655.062848601294,33958.1853451389,Asia,2661.0295184021925
41558,2023,January,Tuesday,Night,Rural,Street,Windy,383.71516905854935,3,34,18-25,Female,0.1131597007229734,1,Moderate,2,2,Minor,18,0,25.086023535002944,7524.556258391132,Wet,Drunk Driving,4,21585.168565577904,70329.21836826776,North America,2429.8898043558866
41559,2017,August,Friday,Evening,Urban,Highway,Foggy,121.183804007188,2,44,<18,Female,0.191555362507037,0,Good,2,2,Moderate,12,2,44.539726481692455,2053.539161281369,Snow-covered,Mechanical Failure,3,23386.813017850352,27964.11292072554,Asia,1348.146562342771
41567,2011,August,Monday,Afternoon,Urban,Street,Windy,327.110587459078,3,43,26-40,Female,0.1348651812682827,0,Good,0,1,Moderate,7,2,39.696489606835314,8716.056581459332,Dry,Weather,3,14825.245119134604,2693.9775497942983,South America,3031.834569804937
41569,2003,September,Sunday,Evening,Rural,Main Road,Windy,286.87612360549576,2,55,61+,Female,0.2100895588653541,0,Poor,2,2,Severe,16,1,13.078688031536815,7627.009536989517,Icy,Mechanical Failure,7,3083.775712237626,17312.744172995794,South America,4687.023959582959
41578,2000,August,Saturday,Evening,Rural,Main Road,Windy,75.2882965117627,1,55,<18,Male,0.1270179265734846,0,Good,2,1,Severe,8,3,52.511588049080025,8894.072336531102,Dry,Drunk Driving,1,36842.1485011549,78319.55997324952,North America,3678.454260726915
41592,2017,September,Tuesday,Night,Rural,Main Road,Rainy,487.7984333517137,1,101,61+,Female,0.2412675193919461,1,Poor,1,1,Minor,16,3,33.99957632690381,3716.198186687138,Dry,Weather,0,7817.067081446817,28492.267463074528,Australia,537.6606428985482
41599,2024,May,Monday,Afternoon,Urban,Main Road,Windy,385.20737647773177,2,96,61+,Female,0.094691657930994,0,Moderate,2,0,Moderate,9,0,41.31026678844053,849.1782165688268,Dry,Mechanical Failure,1,37525.729706384765,11429.442912295666,South America,1255.3576509574518
41602,2008,June,Thursday,Evening,Rural,Street,Foggy,300.1342191794653,4,119,18-25,Male,0.0097036954447433,0,Poor,2,2,Minor,0,3,21.306063074905744,7749.048438122661,Snow-covered,Distracted Driving,8,39949.56308442244,46961.57968346821,Asia,1255.6947707992615
41605,2008,September,Thursday,Night,Rural,Highway,Clear,372.81270485315207,3,60,61+,Female,0.1653759682662698,1,Poor,1,1,Moderate,2,1,23.39983856000429,2301.8575132943065,Wet,Weather,4,756.3143992992703,77039.35979151166,North America,420.3218070209942
41632,2019,August,Friday,Night,Rural,Main Road,Clear,318.98672811682803,2,81,26-40,Female,0.0669003453769074,1,Moderate,1,0,Minor,5,1,15.74735959564294,6890.7309354761255,Wet,Drunk Driving,3,44741.29576151112,11754.62337079255,North America,2237.4102543581025
41642,2006,December,Friday,Night,Urban,Main Road,Clear,190.6929104855838,1,75,<18,Male,0.2225873740830446,1,Moderate,2,2,Minor,7,2,31.807640278244342,5771.3731869433705,Icy,Distracted Driving,6,21526.37274258412,78901.65957034579,North America,956.9531563901804
41647,2008,February,Tuesday,Night,Urban,Street,Rainy,205.88566004922856,3,51,<18,Male,0.0198100478268141,1,Moderate,1,1,Minor,16,4,36.23188556114757,337.3863685841843,Snow-covered,Drunk Driving,8,21216.66321578834,90808.22356579952,Asia,39.24183591970705
41651,2021,November,Thursday,Evening,Urban,Street,Snowy,60.224969689505926,2,119,<18,Male,0.0018497343019995,0,Good,2,1,Minor,15,2,39.99580635945464,8758.344938515336,Icy,Drunk Driving,9,2904.980817997292,21442.266789034024,Europe,3848.494566862207
41661,2004,May,Monday,Night,Rural,Main Road,Rainy,159.7575280113048,1,40,41-60,Male,0.2128804017058282,0,Good,1,0,Severe,16,2,30.876913208940984,2916.8886111969946,Icy,Mechanical Failure,5,7221.887647471302,63422.76312449916,Europe,4293.245210477568
41662,2023,May,Monday,Morning,Rural,Street,Windy,440.3472027173755,4,79,61+,Male,0.0050735659953526,1,Moderate,2,1,Severe,17,4,50.68764505138097,8649.74789610899,Wet,Mechanical Failure,0,42322.86725492802,35116.145818552635,Europe,2342.181044891494
41664,2010,June,Tuesday,Night,Rural,Main Road,Foggy,183.56039967559315,1,71,61+,Female,0.2388226798602783,0,Good,1,2,Moderate,13,3,42.1040879234849,9689.32837869607,Dry,Drunk Driving,4,13258.423745581784,69518.48721588992,South America,4805.7971356555945
41682,2022,January,Thursday,Evening,Urban,Street,Foggy,498.0316175078314,2,73,26-40,Male,0.1170132342090225,1,Moderate,1,0,Severe,18,2,12.495653069027592,1085.5211908652652,Snow-covered,Speeding,6,38660.71246711947,8520.480028939415,South America,4613.734594665992
41688,2007,July,Saturday,Morning,Rural,Main Road,Clear,271.0251051329618,3,110,<18,Male,0.2065527531879487,0,Good,2,0,Moderate,9,1,11.055631563529078,5551.794062360738,Wet,Distracted Driving,4,8057.407221613495,77021.58959893756,South America,3957.587038371401
41692,2009,May,Wednesday,Night,Urban,Main Road,Foggy,143.13132657137345,2,35,61+,Female,0.0050486275170173,0,Moderate,1,0,Minor,11,0,30.507424824494144,7652.250226128621,Dry,Drunk Driving,1,33602.39512635826,82366.89504270753,North America,3585.6518011280164
41712,2004,April,Sunday,Evening,Rural,Street,Rainy,110.68203936113504,3,118,41-60,Female,0.006278859426451,1,Poor,1,2,Severe,15,3,47.5823866741817,6149.913804685853,Snow-covered,Drunk Driving,9,35165.7730890946,49030.51140091409,Europe,3391.5346019685653
41722,2019,January,Saturday,Night,Urban,Street,Snowy,207.1422330002964,3,90,41-60,Male,0.1065047974576509,0,Poor,2,1,Severe,2,3,20.98890230362429,5088.259765732703,Dry,Mechanical Failure,3,909.5309357993042,22529.62239093431,South America,4104.667796112314
41723,2013,September,Friday,Night,Rural,Street,Foggy,390.2950357110852,1,64,61+,Female,0.0048660883732215,1,Moderate,0,1,Minor,10,0,43.92671965443183,1427.859185064368,Icy,Weather,1,40960.1638782861,91750.11164625832,North America,4902.019964749582
41740,2011,December,Wednesday,Evening,Rural,Highway,Clear,80.25182494928413,4,54,26-40,Female,0.0514932421147817,1,Poor,2,2,Severe,17,3,28.7293774575745,2160.5833176788806,Wet,Speeding,5,49774.31706943683,3584.283426137767,Europe,421.1865769736047
41741,2024,September,Sunday,Night,Urban,Street,Rainy,439.8237788867896,1,96,41-60,Female,0.1132254773866976,1,Moderate,0,1,Severe,9,2,57.62414937829282,2464.9734026322944,Icy,Mechanical Failure,3,29690.818919364057,76029.36151657916,Australia,3013.2550421159312
41751,2018,June,Tuesday,Morning,Rural,Street,Foggy,378.7460646890127,2,59,61+,Female,0.0635641135830977,1,Good,2,0,Severe,8,3,21.9056828358332,2517.6387974934178,Wet,Distracted Driving,4,16376.86099253496,25268.0789861419,North America,1203.384783474335
41752,2017,May,Tuesday,Evening,Urban,Main Road,Windy,412.6694016229231,2,74,18-25,Female,0.206220650878533,1,Good,2,1,Severe,19,0,46.597235760481695,1137.173278432863,Icy,Distracted Driving,4,35852.18621321487,87459.55888169522,Asia,1437.9852156070413
41755,2015,December,Tuesday,Evening,Rural,Highway,Windy,397.05552816063135,1,111,<18,Male,0.0612596020428958,1,Moderate,1,0,Minor,2,3,34.52916541344463,7108.0003473983015,Wet,Weather,4,14677.50616665327,56827.205147148896,North America,1058.1238524036503
41783,2012,July,Wednesday,Night,Urban,Highway,Rainy,248.39908215146664,1,57,41-60,Male,0.2466548856727779,0,Poor,0,1,Minor,16,1,25.62651447813995,7967.729465401681,Wet,Weather,0,26686.63757448104,8563.621780206824,Europe,2019.776237840864
41796,2019,June,Saturday,Afternoon,Rural,Highway,Rainy,180.29490227270543,4,115,61+,Male,0.0208021984331086,1,Poor,1,2,Severe,1,2,11.137948051521052,587.2400725189852,Wet,Speeding,0,29665.76937063877,6703.302426878941,Asia,819.063013177274
41802,2021,August,Friday,Evening,Urban,Highway,Rainy,448.03814245214335,4,55,61+,Male,0.2405742751478595,1,Poor,0,0,Minor,17,0,38.01131079988748,8161.3298244959715,Snow-covered,Mechanical Failure,4,12052.535161274369,85141.84164813982,Europe,704.26759667345
41812,2007,May,Sunday,Afternoon,Rural,Main Road,Rainy,461.3424179151765,2,91,61+,Male,0.1819610499579089,0,Moderate,2,0,Minor,0,4,27.48457512072471,5433.158985647759,Snow-covered,Drunk Driving,4,561.8011826617942,48754.28314177692,Australia,84.38009087702892
41826,2011,August,Friday,Night,Urban,Main Road,Rainy,184.51827244221383,4,64,<18,Female,0.1159364814370589,1,Poor,2,0,Moderate,17,2,9.177923566424443,3956.9322475336216,Dry,Mechanical Failure,6,8566.512168361363,36531.65020544991,South America,1534.4890693731763
41827,2007,August,Wednesday,Night,Rural,Street,Clear,110.61391380549404,3,46,41-60,Male,0.0024586505807864,1,Poor,2,1,Minor,19,3,15.14395446211118,5328.183434595665,Dry,Drunk Driving,3,13324.8513269984,87128.95350591316,Europe,943.8608993842006
41835,2024,September,Tuesday,Evening,Urban,Highway,Clear,326.90324700611546,2,102,<18,Male,0.1297587106008302,1,Poor,0,2,Severe,6,0,11.772347878292226,7655.345522693785,Dry,Distracted Driving,2,6390.726991893336,28514.178738499013,Australia,512.0709869978627
41836,2024,March,Saturday,Afternoon,Rural,Highway,Clear,447.71268490431095,4,32,41-60,Female,0.2068835440750053,1,Good,0,2,Severe,0,0,25.077169497907875,7460.830735127011,Icy,Distracted Driving,9,16152.138578004824,41004.08417380589,Asia,2856.667699621172
41837,2007,February,Thursday,Afternoon,Rural,Highway,Snowy,162.53441019589897,3,104,41-60,Male,0.1683739051183967,0,Good,0,1,Minor,8,2,30.6828193287384,9314.067746472456,Dry,Mechanical Failure,6,35058.249721411565,42662.821689318414,South America,4219.865651508871
41850,2022,June,Monday,Night,Urban,Highway,Clear,303.6958117946969,4,82,<18,Male,0.0177462659720796,0,Moderate,2,2,Severe,3,4,31.394447819980147,8680.866721634491,Snow-covered,Weather,7,32668.594437821128,15548.844102321738,Europe,1561.6775996033866
41858,2013,April,Sunday,Morning,Rural,Street,Clear,115.58237116713416,1,91,41-60,Female,0.2007456081288043,0,Poor,1,1,Severe,1,3,12.908016843392234,7162.929820233047,Wet,Distracted Driving,2,38433.28487730528,34692.03101696459,Europe,3112.0014347302717
41862,2002,November,Saturday,Afternoon,Urban,Street,Rainy,125.02161086792924,4,33,61+,Female,0.0803376227561913,0,Poor,1,1,Minor,9,2,48.28249155371101,4971.894017077893,Icy,Weather,2,28045.97325022538,29864.681746712617,South America,1185.2577708068377
41871,2015,July,Tuesday,Afternoon,Rural,Main Road,Rainy,396.05025091676623,3,113,41-60,Male,0.1084573886575987,1,Poor,2,0,Moderate,19,1,21.69805473447777,5148.791240988062,Wet,Mechanical Failure,5,9862.904527587092,95457.53163593468,Europe,2286.315655565369
41873,2003,May,Tuesday,Morning,Urban,Street,Clear,407.0810463530014,2,105,26-40,Female,0.0431250202306279,0,Good,1,2,Minor,0,1,21.74003563998945,655.9140400267102,Snow-covered,Distracted Driving,2,37953.591560596185,69686.1090168203,Australia,2055.3734387394406
41876,2013,December,Tuesday,Evening,Urban,Street,Rainy,293.99356029815834,2,35,26-40,Female,0.1247041761601884,1,Good,1,1,Severe,13,2,43.79471828208902,8507.921226255234,Snow-covered,Weather,9,46765.30995693964,26786.299859373798,Asia,226.70150894990235
41877,2011,October,Tuesday,Night,Urban,Street,Rainy,109.24478747173444,2,117,<18,Female,0.0687157566916897,1,Good,2,1,Moderate,17,4,18.74512833469552,6733.890529508711,Snow-covered,Drunk Driving,4,35665.64411701087,19159.430377284825,South America,1851.5749519517992
41881,2010,August,Friday,Night,Rural,Main Road,Windy,140.95972230781868,2,86,<18,Male,0.078014910072403,0,Good,0,0,Moderate,8,0,28.346938281535888,6037.356273805684,Wet,Mechanical Failure,1,32031.02271838561,34304.76254682191,Australia,3112.642562409343
41884,2024,March,Thursday,Morning,Rural,Main Road,Windy,100.84304908073378,1,103,<18,Male,0.2129912629807664,0,Poor,2,2,Severe,9,0,54.43080927539252,2133.4624266465507,Snow-covered,Weather,9,28388.30219114624,96004.97234569216,Europe,536.5995682207088
41908,2010,July,Thursday,Night,Urban,Main Road,Rainy,381.5455439407115,2,109,61+,Male,0.0009780740234162,1,Poor,0,2,Minor,10,0,42.84585152507685,2450.7738108883154,Icy,Mechanical Failure,4,10041.528779859598,70410.54527908016,South America,2707.5300703987573
41917,2008,March,Saturday,Night,Urban,Main Road,Windy,114.90732070861782,3,105,<18,Female,0.2383501300577187,1,Moderate,0,2,Moderate,18,2,51.67646721240304,4512.570004057197,Dry,Speeding,8,37523.65533614757,54257.98718162304,Asia,3205.5531672582674
41919,2009,January,Saturday,Evening,Rural,Highway,Clear,248.22877310658916,4,53,41-60,Female,0.2274886405828946,0,Moderate,2,1,Minor,7,3,57.48835606733889,3726.763423213439,Icy,Distracted Driving,9,4030.805741743538,20889.943852197368,Europe,2228.677998048662
41921,2003,September,Thursday,Evening,Urban,Highway,Rainy,133.39655765479694,4,78,26-40,Male,0.1700133523497915,0,Moderate,2,1,Severe,0,4,16.41192536939895,4354.302686152793,Snow-covered,Weather,7,32464.53910510313,69847.28090370144,North America,3396.2118237247664
41932,2017,January,Saturday,Afternoon,Urban,Highway,Clear,285.77675130395505,4,39,18-25,Female,0.1888486268672718,1,Moderate,1,0,Severe,2,1,26.80597458590088,5750.497756002935,Icy,Drunk Driving,8,9172.897378289686,18741.555173726083,North America,4849.959567933551
41934,2013,July,Friday,Morning,Rural,Street,Snowy,62.68784538888213,3,88,26-40,Female,0.1931451857777648,1,Moderate,1,1,Moderate,10,0,6.98755001743456,1693.810113636387,Icy,Mechanical Failure,9,38672.37352818045,31866.413552793925,Australia,1615.3598950871983
41945,2005,December,Saturday,Afternoon,Rural,Highway,Foggy,296.2290019247622,1,95,41-60,Female,0.2112159544523665,0,Poor,2,2,Moderate,17,2,56.80086670795922,8287.66677304557,Wet,Speeding,7,26783.302796735825,16918.74005107444,Asia,2646.857349723929
41948,2019,March,Tuesday,Afternoon,Rural,Street,Clear,387.8406414089748,1,63,<18,Female,0.2309038522921349,0,Good,1,0,Moderate,3,0,39.15725713103741,4588.702765655255,Icy,Speeding,4,37793.30757770584,41329.96371515688,South America,674.464306358921
41962,2018,April,Tuesday,Night,Urban,Main Road,Windy,70.95165692667507,2,104,41-60,Female,0.1480918837114247,0,Moderate,1,0,Minor,10,2,35.42311442239118,6101.537749179326,Dry,Distracted Driving,3,17627.093958412945,97958.33006453108,Australia,4788.864745694322
41972,2007,February,Friday,Afternoon,Rural,Main Road,Clear,128.71712231122734,2,50,61+,Female,0.1340578942847116,0,Moderate,0,2,Severe,5,3,34.69320374778367,9889.13522627224,Icy,Mechanical Failure,6,24775.93947851285,45253.6885685528,South America,258.5399925003927
41973,2018,July,Friday,Morning,Rural,Main Road,Snowy,128.3178116431048,2,50,41-60,Male,0.0294224401590763,1,Good,1,0,Moderate,0,0,57.55416091858167,2257.188973977647,Wet,Drunk Driving,2,41017.30207521909,38968.36599142431,Asia,3174.9564160966206
41983,2019,April,Wednesday,Evening,Urban,Street,Foggy,130.10779400437576,4,59,61+,Female,0.0060641580606727,0,Poor,1,1,Minor,6,3,52.08917920486771,1696.0423676592225,Snow-covered,Drunk Driving,0,24146.55742079788,84603.33544753416,Australia,1113.6468682302525
41995,2024,July,Sunday,Morning,Rural,Highway,Foggy,450.4187951742549,4,119,18-25,Female,0.010041752407304,0,Moderate,2,0,Moderate,18,0,21.808637070199968,8845.611651027897,Snow-covered,Distracted Driving,5,31023.68545051966,84927.95737202463,South America,196.4442667752332
42006,2001,May,Sunday,Evening,Urban,Highway,Rainy,462.48103352259295,3,48,26-40,Male,0.2144318995853339,0,Moderate,0,0,Moderate,3,3,12.633068040579396,7892.242891634575,Wet,Drunk Driving,7,15465.816838676808,94794.73396023172,North America,3270.640188238983
42012,2006,June,Friday,Night,Rural,Main Road,Snowy,413.8055150862155,2,90,61+,Female,0.1419645215858519,1,Good,0,1,Minor,19,2,7.925070121705236,7259.327721766421,Wet,Speeding,8,31710.65964007121,61333.44213799973,Asia,1739.1684925791012
42035,2007,August,Thursday,Night,Rural,Main Road,Rainy,299.9922377700491,1,107,61+,Male,0.0811513943855823,1,Poor,0,1,Minor,11,2,28.3642639994657,9718.9226028783,Wet,Drunk Driving,4,19454.347069654366,95714.33724772216,Asia,1451.9062233069287
42042,2019,August,Monday,Evening,Urban,Main Road,Snowy,261.88867646506304,3,66,41-60,Male,0.0745495762716622,0,Moderate,2,0,Moderate,6,4,42.50378643557368,2757.9236868505227,Snow-covered,Mechanical Failure,5,48135.59772698174,92386.24475990528,Asia,3187.177347201525
42044,2009,October,Monday,Morning,Rural,Highway,Windy,62.01218385850328,4,89,18-25,Male,0.1592504733392197,0,Moderate,1,1,Severe,12,3,24.86912720901276,9185.961521219046,Wet,Weather,9,43005.93739591132,78538.94753166099,South America,4455.762303046027
42046,2006,September,Sunday,Evening,Urban,Street,Foggy,204.9685127156069,2,57,18-25,Female,0.2199168096090591,0,Good,1,2,Moderate,4,0,33.45828001411948,6570.350729937341,Snow-covered,Distracted Driving,1,40623.69049261284,52623.95579229135,Australia,4054.322254166153
42073,2003,February,Friday,Evening,Urban,Highway,Windy,81.9513127619275,4,54,26-40,Female,0.1801169475172195,0,Good,2,2,Minor,13,0,39.4065066918314,346.52232556503515,Wet,Mechanical Failure,7,45689.040947550064,3300.7152194888035,South America,2535.345320937004
42087,2002,May,Tuesday,Night,Rural,Main Road,Foggy,145.8490348868468,4,106,26-40,Female,0.1884699861722201,1,Moderate,0,1,Minor,1,3,43.87768389340885,9497.687676590424,Snow-covered,Mechanical Failure,8,25794.343901159496,41781.13541908762,Asia,603.357282804571
42105,2012,September,Wednesday,Afternoon,Rural,Main Road,Clear,454.9909703879152,3,114,<18,Female,0.0264205567762727,1,Poor,0,2,Moderate,9,2,23.351115968513,5931.080051913077,Icy,Distracted Driving,2,25076.812537758786,27861.26633950916,Australia,2606.5423297104758
42110,2003,July,Tuesday,Night,Rural,Street,Rainy,199.83060139008649,3,32,<18,Female,0.1744529658171663,1,Moderate,1,2,Minor,1,4,7.219760589975122,8818.075596265086,Wet,Distracted Driving,3,1370.2932407055569,80901.37100016992,Australia,2396.4233527404945
42123,2000,September,Monday,Night,Urban,Highway,Rainy,325.18541321050577,2,89,26-40,Female,0.1460182796468177,0,Poor,2,1,Severe,0,3,20.35650826398394,1537.125410104158,Snow-covered,Weather,4,36357.657951236906,73542.33627169734,North America,3210.7174187175515
42147,2000,December,Tuesday,Afternoon,Urban,Main Road,Clear,311.1844452683197,3,56,<18,Female,0.0194047333842919,0,Poor,1,2,Severe,8,3,51.79356570935249,5461.8203085215255,Icy,Distracted Driving,4,16145.543229386569,24888.841444727128,North America,4175.4167537762105
42155,2006,November,Saturday,Night,Urban,Street,Rainy,70.65050941039345,2,80,<18,Female,0.1928992043781614,0,Moderate,1,0,Severe,1,0,20.5964515607023,3936.297266820319,Dry,Drunk Driving,3,38448.28869416635,22345.911338527,Asia,4542.953857210158
42161,2024,April,Wednesday,Night,Rural,Highway,Clear,208.73571365686237,2,89,<18,Female,0.0964076831285284,1,Moderate,0,0,Minor,10,0,11.039500423581185,2428.6233371585754,Snow-covered,Mechanical Failure,9,45939.21425700493,16294.756202962955,Europe,158.9991998999373
42187,2010,February,Tuesday,Evening,Rural,Highway,Snowy,213.4457891069422,2,52,<18,Female,0.0569324185228945,1,Poor,2,1,Severe,16,4,38.91605934495154,758.7126042966696,Wet,Speeding,8,3026.4244216689767,7533.838016884952,Europe,4399.699891774673
42189,2009,December,Monday,Morning,Rural,Main Road,Windy,390.0342535413598,1,94,61+,Female,0.1528917248367013,0,Moderate,2,2,Moderate,6,2,11.840982975106511,6504.645949996557,Dry,Mechanical Failure,5,17400.582027087872,22329.285519441844,Europe,2276.6395616721024
42215,2002,July,Tuesday,Evening,Rural,Main Road,Windy,310.7006983127287,1,61,61+,Female,0.1643240409807971,1,Poor,1,1,Moderate,8,0,15.842834941400437,4960.287281936274,Snow-covered,Distracted Driving,1,12225.071316668573,89481.57117132361,Europe,1521.9357218684167
