,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
36507,2010,November,Wednesday,Afternoon,Rural,Highway,Rainy,385.6511921394895,2,94,18-25,Female,0.049194137552097,0,Poor,0,1,Severe,14,3,27.440493048680796,9975.411850195189,Icy,Speeding,2,49617.07820782343,62810.42998692741,South America,3683.0278089906633
36519,2011,April,Saturday,Afternoon,Rural,Street,Windy,263.00259356109746,4,48,18-25,Female,0.2038618042494757,1,Moderate,2,0,Minor,5,0,34.85473717498984,1965.6027390217548,Icy,Drunk Driving,2,3117.0702808992746,57970.773990270325,North America,1340.1537523006507
36536,2008,August,Tuesday,Evening,Urban,Main Road,Rainy,266.0409217559067,3,101,41-60,Female,0.1657695566712284,0,Good,0,1,Moderate,13,0,29.25538772841434,4455.996112216802,Icy,Mechanical Failure,4,18483.16336366071,58249.18655474819,Australia,3651.5806520567767
36602,2024,March,Friday,Afternoon,Urban,Highway,Clear,112.94970634831031,2,34,41-60,Male,0.164963347764387,0,Moderate,2,1,Minor,5,1,42.01360591962786,1669.3689781217638,Icy,Distracted Driving,5,47685.34595359678,2102.892637218176,Asia,237.72174571861052
36605,2012,December,Sunday,Night,Rural,Highway,Rainy,210.0729762796905,2,78,26-40,Male,0.0604893800288079,0,Good,0,1,Severe,11,1,27.28435164195265,1723.2213688686304,Wet,Mechanical Failure,3,42707.35321084781,46887.71965724957,Australia,4991.258930100489
36606,2016,December,Friday,Night,Urban,Main Road,Rainy,481.815489277636,4,93,61+,Female,0.1273592408942101,1,Moderate,1,0,Moderate,14,4,14.899691719520622,8740.921793808087,Wet,Distracted Driving,8,43782.6273814528,26114.83266973762,South America,3945.800705185143
36612,2022,June,Sunday,Night,Urban,Main Road,Snowy,94.37828067323431,3,56,<18,Female,0.0456102129215836,0,Moderate,0,0,Minor,5,1,38.15762627911683,7049.717832964228,Icy,Speeding,5,42000.57553809119,56461.77915359055,Asia,4241.912676934519
36613,2013,August,Friday,Morning,Rural,Highway,Clear,457.112910051125,1,50,41-60,Female,0.0788978864509892,0,Moderate,2,2,Moderate,18,0,44.1379622002491,6105.829855223477,Wet,Distracted Driving,5,44876.59216466466,45106.97632341151,Australia,3049.264022303774
36623,2002,November,Thursday,Night,Rural,Highway,Snowy,209.68523867343748,4,78,<18,Female,0.0925109386472606,0,Good,2,0,Moderate,5,0,35.10913383743089,2313.4983771376988,Snow-covered,Distracted Driving,4,12499.855180944178,76192.94766247751,Asia,2981.476985365507
36634,2003,December,Monday,Evening,Rural,Highway,Windy,272.10123250924204,4,73,61+,Female,0.2384617962622092,0,Moderate,0,2,Severe,3,4,13.244681417718208,2775.38363130506,Icy,Distracted Driving,9,34926.82587616448,10507.357598976369,South America,1527.6339188406646
36638,2003,December,Friday,Afternoon,Urban,Street,Foggy,447.2852224427528,4,36,61+,Male,0.1733097877535128,1,Moderate,2,0,Moderate,11,2,55.89237119996684,1281.137869383902,Icy,Weather,3,19778.19555036378,23996.097801315937,South America,389.5212088735936
36639,2019,February,Tuesday,Afternoon,Rural,Main Road,Snowy,276.8939232923214,3,82,61+,Male,0.2133727648512019,1,Moderate,0,1,Moderate,19,4,37.114756064624025,1449.229156679068,Wet,Mechanical Failure,5,36620.17447706206,98713.77600732628,Asia,1291.921148455265
36646,2022,July,Sunday,Evening,Rural,Main Road,Foggy,122.22908843625298,3,50,18-25,Male,0.1829420875904781,1,Moderate,1,2,Moderate,17,0,41.89380754891794,1533.95028067371,Dry,Drunk Driving,7,2315.2416347227354,94149.35269650548,Australia,3489.375132751872
36650,2017,April,Tuesday,Evening,Urban,Street,Clear,195.46812985646116,2,41,26-40,Male,0.2320070043777648,0,Moderate,1,2,Moderate,8,0,22.691281484302724,7808.126548302957,Snow-covered,Drunk Driving,9,28720.05343439947,6004.258609965795,Europe,3710.218033076295
36651,2002,April,Sunday,Afternoon,Urban,Highway,Foggy,137.07576702067823,4,119,<18,Female,0.136987240594001,1,Good,0,0,Moderate,2,1,37.09468894138598,9068.599064225238,Snow-covered,Speeding,5,29251.579590285623,93651.7087964884,South America,4848.669848212322
36652,2024,May,Monday,Afternoon,Urban,Highway,Windy,150.43262785762667,1,61,18-25,Male,0.074769858800646,0,Poor,2,1,Severe,15,2,57.74312928138136,7900.135051237635,Icy,Weather,5,44748.39020065084,19702.34395685707,Asia,1375.9893419826103
36653,2013,January,Monday,Evening,Rural,Street,Foggy,371.11576800344926,3,104,61+,Female,0.0363506325899461,0,Good,0,0,Minor,10,0,55.79075420324197,2335.144081646258,Snow-covered,Mechanical Failure,4,34182.99114092318,81844.3798443458,Australia,1526.103048595974
36675,2016,March,Monday,Night,Urban,Main Road,Foggy,238.84396200236765,4,94,41-60,Male,0.0171827898533655,1,Poor,1,1,Moderate,0,3,30.70486139728464,100.45633192238957,Snow-covered,Drunk Driving,1,17658.120239351007,90100.29778903678,Asia,2475.3430484106398
36676,2009,February,Thursday,Night,Urban,Main Road,Clear,251.9249900611975,3,91,61+,Male,0.0133881844994216,0,Moderate,2,0,Moderate,4,0,25.783922165739128,1519.278199264425,Dry,Distracted Driving,7,45963.17362589153,15842.51565769577,Asia,4111.878412163532
36705,2024,October,Tuesday,Morning,Rural,Highway,Clear,421.6729127192265,2,85,26-40,Female,0.2385602364800814,0,Poor,2,1,Severe,18,0,14.442422515638658,5732.583064282454,Wet,Mechanical Failure,9,9587.092553235603,77829.51570448239,Australia,2444.9946074255267
36714,2008,December,Friday,Night,Rural,Street,Foggy,72.62157610220376,4,77,<18,Male,0.1349510256185702,1,Moderate,1,0,Minor,11,2,36.39664476332708,5115.397921846906,Icy,Distracted Driving,8,42673.16594067188,53559.55884377226,South America,3914.042790575162
36718,2008,March,Sunday,Night,Urban,Street,Foggy,277.2203286577028,1,48,61+,Male,0.1986626966585881,0,Moderate,0,0,Minor,10,1,46.0891967329249,8422.318969903132,Snow-covered,Mechanical Failure,7,37110.090658309855,29130.846361966,Australia,1096.225198360797
36723,2014,January,Sunday,Morning,Urban,Highway,Rainy,343.9693719971087,1,43,18-25,Female,0.1414247162598923,1,Moderate,1,0,Minor,6,1,52.69960607433809,2248.5446781997275,Snow-covered,Mechanical Failure,9,37301.75920997525,98418.86200178866,North America,3894.166334160567
36726,2018,January,Saturday,Morning,Urban,Highway,Windy,173.79761438021205,4,103,26-40,Male,0.164979591285096,0,Good,0,1,Moderate,9,4,43.21985969249437,4502.981013809323,Dry,Weather,4,29053.922196545056,45300.45003927977,Europe,3894.3465903215792
36731,2007,December,Wednesday,Evening,Rural,Main Road,Rainy,113.83766128695564,4,33,18-25,Female,0.1362644931843998,0,Moderate,2,1,Severe,18,0,36.48122790895314,3789.037330743164,Snow-covered,Speeding,7,28136.820515918716,31353.71600709743,South America,3580.91557220433
36740,2023,September,Tuesday,Morning,Urban,Main Road,Clear,126.99070512060663,2,68,18-25,Male,0.2245074134152909,0,Moderate,2,2,Minor,17,0,30.428884362082997,8135.0381554934975,Wet,Distracted Driving,4,19629.582697615213,40899.36109163894,Europe,4563.006733096909
36741,2016,November,Sunday,Night,Rural,Highway,Windy,309.6788346297849,2,116,18-25,Female,0.0962824528475921,0,Good,1,0,Severe,5,2,51.72888568996995,5222.825991364391,Dry,Mechanical Failure,4,19140.588624277,15763.200317617597,North America,2431.358916979333
36743,2005,August,Thursday,Morning,Urban,Street,Foggy,247.5594121746918,2,115,<18,Male,0.0230232958425176,1,Poor,2,0,Minor,4,1,45.437857953148615,9704.783009714296,Wet,Speeding,0,8248.286296874514,6227.634833330742,South America,2915.1160593659097
36748,2014,July,Thursday,Evening,Urban,Highway,Foggy,475.4969950272092,4,76,26-40,Female,0.0582283592319011,1,Poor,0,0,Moderate,2,0,11.22843969653304,4234.845613535802,Snow-covered,Distracted Driving,4,41052.39389978549,3770.906060910853,South America,808.5964146319449
36756,2011,April,Thursday,Evening,Rural,Street,Foggy,466.722830742129,4,61,<18,Female,0.0897325537431555,0,Good,1,0,Minor,0,1,27.44784633866216,465.95980557926026,Wet,Distracted Driving,9,24269.218434387974,40440.24074005841,North America,4540.40899182141
36760,2005,September,Thursday,Night,Urban,Highway,Clear,260.66173476841914,3,58,61+,Male,0.1377716967992986,0,Moderate,0,0,Severe,11,1,27.79683036051184,6186.947209227292,Wet,Speeding,9,17983.39948273407,4087.6664718382312,South America,4688.844147639109
36764,2012,April,Saturday,Night,Rural,Street,Windy,69.37358842595843,4,114,18-25,Female,0.1195969015720771,1,Good,1,2,Moderate,19,1,32.71680817873256,7193.950810728623,Icy,Mechanical Failure,6,10311.648566033988,86600.68400759506,Australia,4340.344541985819
36770,2023,December,Sunday,Morning,Rural,Highway,Windy,111.31415682290996,1,50,18-25,Male,0.1903046555065613,0,Good,0,2,Minor,11,3,27.755243280541404,408.05090187135534,Dry,Distracted Driving,6,7450.268185473192,58683.57921953456,North America,1802.555202120465
36771,2005,January,Wednesday,Night,Rural,Street,Windy,92.15312574569408,1,95,<18,Female,0.2202122746460523,1,Moderate,2,2,Minor,15,3,7.922749398237947,4616.39344174195,Icy,Weather,2,46169.45310354091,93566.794045329,Europe,4959.924188490484
36782,2019,October,Friday,Morning,Rural,Highway,Rainy,110.20641442076598,3,63,18-25,Male,0.206013487396755,0,Poor,0,1,Moderate,4,0,48.94518644587982,4972.832111879449,Snow-covered,Distracted Driving,1,15371.373568174484,92214.4941775224,Asia,320.7821032290984
36788,2009,January,Wednesday,Afternoon,Urban,Main Road,Clear,426.3106235737689,4,84,26-40,Female,0.1035109581833091,0,Moderate,1,2,Minor,7,2,21.319838715163325,5087.897466193414,Icy,Drunk Driving,6,20738.45970801139,83381.07506020706,North America,254.14953177888495
36807,2006,April,Saturday,Afternoon,Urban,Highway,Clear,341.65248005889384,3,83,61+,Male,0.2104309596952934,0,Moderate,0,2,Minor,7,0,40.27668541548181,9715.588346746035,Dry,Weather,8,36220.78198926819,89579.95928671055,South America,1823.565450468139
36826,2008,June,Wednesday,Evening,Rural,Street,Clear,426.7270164486323,1,41,18-25,Male,0.1247738760810439,1,Good,2,2,Minor,7,3,30.41175318437596,4280.765608123708,Dry,Weather,0,11744.73000835328,31732.50708774329,Europe,2305.4312924373367
36829,2001,October,Sunday,Evening,Urban,Highway,Rainy,153.6004734180999,1,92,<18,Male,0.1263511095740265,1,Poor,1,2,Moderate,4,4,27.75698700266148,5148.95636791059,Dry,Drunk Driving,5,41134.795273652206,57386.32837165013,Asia,4534.973105028992
36847,2019,May,Saturday,Morning,Urban,Main Road,Snowy,291.8343732460347,1,70,18-25,Female,0.0092314652540739,0,Poor,1,0,Moderate,19,2,10.71159094703246,5501.50506537013,Snow-covered,Mechanical Failure,4,31521.74863266832,89141.85094225737,South America,877.0335369053836
36855,2014,May,Wednesday,Afternoon,Urban,Highway,Clear,185.8181433243034,3,64,41-60,Male,0.198670593820135,0,Moderate,2,2,Moderate,6,0,56.94200151533589,3604.3693323137727,Snow-covered,Speeding,1,41586.36528399113,15289.590984592012,Asia,1176.0669071155826
36861,2008,December,Wednesday,Evening,Rural,Highway,Foggy,399.86147539177,2,65,41-60,Female,0.1319412059208369,0,Moderate,2,1,Moderate,6,1,22.255225092270155,8588.932316357419,Snow-covered,Mechanical Failure,8,31905.347908356973,57056.24141104882,South America,3044.7454062178576
36874,2002,September,Monday,Night,Urban,Highway,Snowy,471.594298038497,4,47,<18,Male,0.1795747571031427,0,Good,1,1,Severe,15,1,9.396018077188716,7012.381542583279,Wet,Weather,4,28738.14896765733,86304.61990699769,Europe,2819.987125004789
36890,2016,September,Thursday,Night,Urban,Highway,Snowy,442.1723334217818,1,67,<18,Male,0.2288968408820313,1,Moderate,0,0,Minor,17,4,46.2444419230958,4213.072374648262,Wet,Drunk Driving,2,38705.71266396238,42380.60357199111,Australia,522.0073291365853
36891,2017,July,Sunday,Evening,Urban,Highway,Foggy,458.99843318542,1,61,18-25,Female,0.0999060273147542,0,Moderate,0,1,Moderate,4,0,9.371923193459892,7314.056399311754,Dry,Distracted Driving,4,22915.108331655498,29234.56396500564,Europe,1521.1847274058946
36914,2023,June,Friday,Night,Urban,Highway,Rainy,184.60561097588533,4,66,<18,Female,0.1895857481935846,1,Good,0,2,Minor,1,2,38.00096388255394,5142.850079660871,Icy,Drunk Driving,2,45929.646734776456,31018.48373981148,Australia,3600.5826188977585
36920,2018,March,Saturday,Morning,Urban,Main Road,Rainy,124.26649534108677,2,72,61+,Male,0.2034450784993544,0,Moderate,0,0,Moderate,11,3,40.152418630934456,3668.809137243181,Wet,Mechanical Failure,1,28885.463328143236,96591.98693052432,Europe,955.1213563178072
36933,2024,November,Friday,Evening,Rural,Highway,Rainy,108.08130361153258,4,81,18-25,Male,0.1330537871998172,0,Good,0,1,Moderate,9,3,21.92805367967456,4276.888212954435,Snow-covered,Speeding,2,25662.271798729875,44243.26978022546,Australia,4834.3271373162725
36934,2000,February,Sunday,Afternoon,Urban,Highway,Clear,96.52587574140352,3,78,<18,Female,0.1897860849880639,1,Moderate,2,0,Severe,10,3,53.26807457835989,2853.43314870922,Snow-covered,Drunk Driving,6,24928.52186519139,96471.09138531932,South America,83.2396092755709
36936,2004,August,Wednesday,Afternoon,Urban,Main Road,Snowy,127.07715247803996,2,58,<18,Male,0.1567557650389779,1,Poor,1,0,Minor,6,2,55.32212875213574,1561.996547422064,Wet,Drunk Driving,5,39024.06014559745,81511.05076025562,North America,4270.827342689853
36937,2014,February,Friday,Night,Urban,Street,Foggy,393.92031866455454,4,117,61+,Male,0.2254753262106663,0,Good,1,2,Minor,9,0,9.59766949734679,3757.561984798912,Wet,Weather,4,20522.4247738272,49640.41817858964,North America,1800.9385220206518
36958,2012,January,Saturday,Morning,Urban,Highway,Windy,146.44365080233172,2,39,18-25,Male,0.175491190936831,0,Poor,1,2,Severe,14,2,49.63421985488932,9331.396467498203,Wet,Speeding,8,2757.8979712901782,97744.44208127166,Australia,1141.5573776441547
36960,2009,January,Saturday,Morning,Urban,Main Road,Foggy,221.6836687556493,4,52,26-40,Female,0.0095723405437415,0,Moderate,2,2,Severe,4,0,41.089367177185416,9802.99128511954,Icy,Speeding,1,24680.435045822054,68581.96800466931,North America,2404.788796635926
36970,2005,July,Friday,Afternoon,Rural,Highway,Clear,391.1668883006537,4,66,<18,Male,0.1950058403488844,0,Moderate,1,2,Severe,2,0,5.448646536018831,8999.662098932562,Wet,Speeding,7,14167.281017733952,57988.22070491385,Asia,1522.0912528843123
36981,2003,January,Monday,Morning,Urban,Highway,Foggy,404.7911266546508,1,106,41-60,Male,0.0125147474931044,0,Good,2,2,Severe,8,3,48.58978536118279,2843.403932252668,Wet,Distracted Driving,0,4386.285577892189,57712.79928600348,Australia,429.4557543546445
36984,2013,February,Saturday,Morning,Urban,Highway,Rainy,209.5174415403391,4,69,<18,Female,0.1615574933532513,1,Good,1,1,Moderate,18,1,55.35016897794654,9454.82845641644,Wet,Distracted Driving,6,10107.800962927866,78214.1604888684,Asia,309.9004275405748
36988,2017,August,Monday,Morning,Rural,Main Road,Clear,55.46220181433905,4,41,61+,Female,0.0176548592558766,1,Moderate,1,1,Minor,12,0,13.535637201187708,1485.9876930917503,Snow-covered,Weather,3,27227.920104922498,68073.74830364759,Asia,3188.90723538971
37027,2022,September,Saturday,Night,Rural,Main Road,Windy,332.4300332036462,2,101,18-25,Male,0.1861725896169556,0,Moderate,1,0,Minor,8,4,40.77184076437825,3318.1362844836385,Dry,Weather,5,30695.39490131969,68871.18276063688,Asia,4659.045746303807
37044,2011,November,Sunday,Night,Urban,Highway,Rainy,156.7652931228971,4,89,61+,Male,0.0771323261508595,1,Good,0,2,Moderate,18,4,53.62560370015508,2057.6671966946788,Icy,Distracted Driving,0,37570.64479228653,88660.01319950758,Europe,4624.842666987981
37052,2016,September,Wednesday,Morning,Rural,Street,Rainy,484.3622454868001,1,103,41-60,Male,0.2254111133903423,0,Poor,1,1,Moderate,4,0,51.708931422177045,1974.4992291857727,Wet,Speeding,4,22343.333902872124,20669.56260522452,North America,3614.7591733853455
37055,2021,September,Friday,Morning,Rural,Street,Windy,91.61795038158354,1,32,61+,Female,0.0211083062814498,1,Poor,1,1,Minor,10,3,21.61412437482336,2590.655206520822,Wet,Distracted Driving,7,15341.777360589133,19906.395474449408,South America,1806.0238773467893
37062,2019,June,Monday,Evening,Urban,Street,Foggy,478.8312427041676,2,58,18-25,Female,0.2380220560237585,0,Poor,2,2,Minor,6,2,52.83967921651821,5553.379493697293,Dry,Weather,4,2131.944452897864,66637.21889576993,North America,4483.310582164736
37069,2024,March,Monday,Afternoon,Rural,Street,Rainy,293.6030942585611,3,52,41-60,Male,0.2429207437134825,1,Moderate,1,2,Moderate,10,1,5.500920149396624,7627.644835400239,Icy,Speeding,8,12723.555854579232,66749.56263324563,North America,4513.722960461234
37071,2001,April,Monday,Night,Rural,Main Road,Foggy,216.2851392841356,2,48,<18,Female,0.0997174846340368,1,Moderate,2,2,Severe,18,4,56.481432625682345,4888.187485216165,Icy,Mechanical Failure,4,17556.76123961447,4465.271772114476,South America,2999.736549853278
37097,2002,March,Wednesday,Morning,Urban,Highway,Snowy,224.00210569343744,3,96,26-40,Male,0.1008419567768497,0,Moderate,1,2,Minor,11,3,14.937661180160848,324.37091329845794,Wet,Weather,1,7068.561937375721,23363.403817984068,Europe,2159.6558737636888
37101,2014,December,Sunday,Afternoon,Urban,Main Road,Windy,356.5751372177593,3,112,<18,Male,0.2068337545103829,0,Good,0,2,Minor,16,3,25.17971336361717,8196.919443121205,Dry,Weather,1,7816.370160924107,38056.67499817587,Asia,3018.8268155851683
37114,2007,August,Sunday,Night,Rural,Highway,Windy,184.44671409411464,3,45,41-60,Female,0.1939520235035872,0,Good,0,1,Severe,3,1,10.153576074300124,5213.288492033463,Icy,Distracted Driving,7,32308.35642297684,43204.92869961912,Asia,2840.628139249201
37115,2005,January,Wednesday,Afternoon,Urban,Main Road,Snowy,361.0125263167057,3,56,18-25,Male,0.0994190600572671,0,Poor,1,2,Minor,18,4,33.2477280059752,6820.191622021167,Icy,Mechanical Failure,3,28287.52379466083,41482.19595568513,Australia,3801.018069049373
37144,2024,September,Saturday,Evening,Urban,Main Road,Foggy,95.953077708405,3,58,61+,Male,0.1011408875766411,0,Good,2,0,Severe,17,2,52.92931559291218,4155.751701164637,Icy,Drunk Driving,0,19312.25781088909,26985.98846657831,North America,3214.5375946384743
37148,2020,March,Wednesday,Night,Rural,Highway,Rainy,213.3925712449663,1,103,61+,Female,0.1202313640327353,0,Poor,1,1,Minor,14,2,17.95970506229219,7137.590744885681,Icy,Drunk Driving,6,16158.103638668204,61798.27572407383,Asia,878.4211743737825
37164,2021,October,Tuesday,Afternoon,Rural,Main Road,Rainy,431.4479511004595,3,90,<18,Female,0.0818012340337897,1,Poor,2,2,Moderate,17,2,46.88805242107338,7691.332929526394,Snow-covered,Drunk Driving,7,21038.11557589446,71136.79582967705,Australia,2170.093711424503
37167,2008,September,Monday,Evening,Urban,Street,Foggy,53.81308142651453,4,93,<18,Female,0.1098283228244162,1,Poor,1,0,Severe,8,0,38.77115764666711,9339.19354096152,Icy,Mechanical Failure,8,9244.320764957203,42735.62931662691,Australia,4788.727707945998
37191,2014,December,Saturday,Morning,Rural,Highway,Foggy,240.16717162472736,2,91,61+,Male,0.1137273923079672,0,Poor,0,0,Severe,15,0,21.42013607030279,9017.652507130517,Dry,Distracted Driving,5,31841.239545398632,74192.87126122977,North America,918.5586606946677
37196,2004,September,Monday,Night,Urban,Main Road,Foggy,475.80961383365394,4,108,41-60,Male,0.2389345859454058,0,Moderate,2,2,Severe,4,1,16.757884223833138,4046.7983201671623,Icy,Weather,4,45902.63745606183,66711.63479604032,Europe,811.5145285300981
37198,2009,July,Monday,Evening,Rural,Street,Foggy,272.0662100035668,1,86,61+,Male,0.1811623503070972,1,Good,2,0,Moderate,10,1,46.01439857757338,6795.1618774788585,Icy,Distracted Driving,5,31015.596903038688,96794.39614535742,North America,3978.379632716547
37201,2018,March,Thursday,Night,Urban,Street,Foggy,434.1611909269192,4,30,26-40,Male,0.1960620541302113,1,Moderate,0,2,Moderate,10,1,47.12103729073996,3202.4017582019787,Icy,Mechanical Failure,5,40350.49746474778,36336.28070857547,Asia,627.446948048616
37224,2020,August,Saturday,Evening,Urban,Main Road,Windy,154.73998380031912,1,106,26-40,Female,0.1633284550106103,1,Good,2,1,Moderate,14,2,42.88759242027885,5732.631407758231,Icy,Mechanical Failure,7,49044.01477213816,24076.0043030725,Europe,4329.808556434372
37226,2005,October,Tuesday,Afternoon,Rural,Highway,Clear,202.25100877177528,1,41,61+,Female,0.1332637151489117,0,Good,0,0,Minor,1,2,9.4834352931693,175.44774730250026,Dry,Distracted Driving,8,26463.019269609944,86867.42370977387,North America,12.176750037410311
37229,2004,January,Sunday,Evening,Urban,Street,Rainy,146.72741954497943,3,33,<18,Male,0.0169834092330901,0,Poor,1,0,Severe,12,2,29.32130702868772,6255.611256619833,Snow-covered,Drunk Driving,1,39968.39235621191,53329.09899647662,South America,2593.896454425333
37236,2023,October,Sunday,Morning,Rural,Highway,Windy,484.34034528273713,4,51,26-40,Female,0.2478146408884124,0,Moderate,1,1,Moderate,11,0,26.45644919135255,4242.771906019631,Dry,Mechanical Failure,3,36573.43147439475,80070.4176469012,South America,1679.8155171893818
37249,2018,September,Tuesday,Evening,Urban,Highway,Snowy,137.7197894384535,4,103,<18,Female,0.2156119686084798,1,Poor,0,0,Minor,5,2,58.288910298031176,3439.396406120055,Icy,Mechanical Failure,7,38723.34123934661,25584.126068259524,Europe,1478.6821961920054
37257,2013,May,Wednesday,Morning,Urban,Highway,Rainy,393.6111626288175,4,111,18-25,Female,0.0096765676314396,1,Moderate,2,2,Minor,11,0,42.94833134577798,9172.020884590434,Snow-covered,Drunk Driving,4,25346.10664048561,92953.21706199516,North America,2288.7882720697544
37270,2022,May,Sunday,Night,Urban,Street,Foggy,202.732345926992,4,51,<18,Female,0.1554411666528799,1,Poor,1,0,Moderate,5,4,55.76407938108565,6860.896948863812,Icy,Drunk Driving,2,28013.75524739551,43068.64305645265,Australia,1119.6814721511817
37273,2022,January,Tuesday,Morning,Rural,Main Road,Snowy,202.7331470346737,2,50,41-60,Female,0.050535134278721,0,Good,2,1,Minor,15,0,18.74404253194001,6424.190796013618,Snow-covered,Weather,2,35597.96474293334,69782.03447895277,Asia,2998.969550660905
37291,2000,April,Friday,Night,Rural,Main Road,Foggy,291.7241913459965,2,86,<18,Male,0.2441225099559064,0,Poor,2,2,Minor,14,2,29.260809064302187,6437.5636110021005,Snow-covered,Mechanical Failure,7,5944.121273570246,2578.1286574751884,South America,570.8603795631915
37322,2005,October,Sunday,Morning,Urban,Highway,Foggy,254.4652181572564,3,31,26-40,Male,0.0472849591893008,1,Good,2,0,Severe,2,4,38.38370377686216,6445.252798604936,Wet,Weather,8,37680.04799826152,70269.59985844165,North America,3526.0527577549537
37344,2002,February,Sunday,Afternoon,Urban,Main Road,Rainy,424.70918570379234,1,114,61+,Male,0.1632453558582312,1,Poor,1,0,Severe,1,3,26.329821475815564,7372.4213108330305,Snow-covered,Distracted Driving,4,43719.59843000594,27157.556120576064,North America,2009.9488835666857
37345,2002,March,Thursday,Night,Rural,Street,Rainy,241.98587982900628,4,109,18-25,Male,0.0339305143077111,1,Good,1,0,Minor,11,0,25.603859355808044,3785.228285582979,Icy,Distracted Driving,8,2970.968158501176,31697.285950799596,South America,3021.250996407497
37349,2017,March,Tuesday,Evening,Urban,Main Road,Foggy,312.8620908124456,4,77,61+,Male,0.1583841638674013,0,Good,2,1,Moderate,16,2,46.72894666262565,2536.3947530344226,Snow-covered,Speeding,0,770.0509734203994,90330.52533626484,North America,2491.7549743646523
37358,2002,April,Saturday,Morning,Rural,Main Road,Snowy,356.55522381686166,1,82,41-60,Male,0.1351670043386393,0,Moderate,1,2,Severe,13,2,8.37478432718804,4942.407760820761,Icy,Distracted Driving,3,49122.26527096099,42262.33754713491,Europe,4785.923475757113
37365,2017,February,Thursday,Afternoon,Urban,Street,Rainy,261.1515858936964,4,109,18-25,Female,0.0791545587737566,0,Good,0,2,Severe,0,3,52.797581338037006,4463.816977087756,Snow-covered,Distracted Driving,7,40306.43966895974,55845.298978764,North America,4884.704007525137
37366,2010,May,Wednesday,Morning,Rural,Main Road,Snowy,231.96536825948755,3,112,26-40,Female,0.0755906276159339,1,Good,0,1,Minor,2,4,24.1130392449766,1647.0472534946794,Wet,Weather,5,35235.87279597703,36266.016888013226,North America,2717.708527988593
37372,2018,March,Friday,Evening,Urban,Main Road,Foggy,377.4523789563149,1,38,41-60,Female,0.2126529218012003,1,Moderate,1,1,Minor,12,2,20.95589029876705,3915.4027935324566,Icy,Mechanical Failure,0,18879.33284717498,17935.573178255938,Asia,2186.5351596227583
37378,2006,March,Thursday,Evening,Urban,Highway,Rainy,386.0193285848832,3,82,26-40,Female,0.1214676199656619,0,Moderate,0,1,Moderate,3,1,7.593953571971188,3176.057128132871,Snow-covered,Speeding,1,36879.03476109261,9002.99047250524,Europe,4596.899053600664
37390,2003,October,Tuesday,Night,Rural,Highway,Clear,340.0572479525161,3,42,41-60,Female,0.1864417144574649,1,Good,1,1,Moderate,1,3,45.12297602245034,6907.984383495052,Icy,Weather,4,33243.090537697324,2543.0111693898234,Europe,4037.7050200114622
37406,2005,August,Wednesday,Morning,Urban,Street,Rainy,131.2287768672806,1,67,18-25,Male,0.0601592560090716,0,Moderate,2,0,Severe,3,3,17.782640037505214,4360.731229193838,Dry,Drunk Driving,9,7369.21082866483,47577.85511722831,Europe,373.8427213718477
37415,2012,August,Wednesday,Evening,Rural,Main Road,Clear,186.27568353486927,2,114,26-40,Female,0.0900768377671296,1,Poor,2,2,Moderate,14,0,21.617241877332795,2009.0239257754447,Wet,Drunk Driving,7,19093.91305083223,74539.15618437329,North America,2945.3974287157107
37428,2006,July,Saturday,Afternoon,Urban,Main Road,Clear,471.7313445050431,4,43,<18,Female,0.0761811003226594,1,Good,1,0,Severe,2,3,15.670384586587057,409.4753503070831,Icy,Mechanical Failure,3,45887.722752410366,2430.1680898315544,Asia,1806.3140622440555
37453,2009,March,Friday,Morning,Rural,Highway,Snowy,238.6758472391469,4,84,41-60,Male,0.067153722739376,1,Poor,1,0,Minor,3,2,45.3927902670543,500.2638701962961,Dry,Mechanical Failure,1,10008.068182532685,6848.592848226444,Europe,2260.420266495827
37459,2015,September,Saturday,Afternoon,Rural,Main Road,Snowy,296.6298407093459,4,45,61+,Female,0.1361870379429862,1,Moderate,2,1,Severe,19,0,59.33553064150249,3179.936831725445,Dry,Mechanical Failure,8,30898.300423208697,90078.70366580391,Asia,2302.241323467499
37462,2000,August,Sunday,Morning,Rural,Main Road,Snowy,461.9391522026245,1,109,18-25,Male,0.1438799205846453,1,Good,0,2,Moderate,12,0,33.345768082703216,9895.040256345856,Icy,Speeding,4,6491.884309297905,70683.57233746881,Asia,2521.7694041419654
37470,2024,October,Wednesday,Afternoon,Rural,Main Road,Windy,418.48153996047176,1,66,18-25,Male,0.0917771429303967,0,Moderate,0,0,Minor,5,1,55.30574581951063,103.6034617443412,Icy,Speeding,5,46865.98674759769,24042.616824367487,Australia,1995.3167610475496
37491,2009,October,Thursday,Afternoon,Urban,Highway,Rainy,342.93454503815667,4,51,18-25,Female,0.2092945395367508,0,Poor,0,1,Minor,14,3,27.27818271456483,6330.1893138298365,Icy,Weather,4,14448.55689099726,62697.07875956385,Asia,2217.8530607819653
